Gene_Name,BreitmeyerC1R1,BreitmeyerC1R2,BreitmeyerC1R3,BreitmeyerC2R1,BreitmeyerC2R2,BreitmeyerC2R3,GuaquetaR1,GuaquetaR2,GuaquetaR3,GuaquetaR4,Hammonds1,Hammonds2,Hammonds3,Hammonds4,Hammonds5,Penney1,Penney2,Penney3,Penney4,Penney5,Penney6
ATRNL1,2959,3596,2868,2941,882,423,2,3,0,0,1,3,5,3,1,3,4,4,4,5,4
HPS1,1375,1496,1767,2377,1357,2306,1800,2361,1618,1902,8913,9700,9645,10430,10849,1418,1521,1594,1625,1054,1559
PHYH,535,439,544,471,616,988,133,432,155,326,485,368,489,669,786,328,379,435,361,289,339
RASSF4,837,519,732,1539,419,784,4585,8017,1800,6148,11735,12505,10330,8410,9305,1214,1293,1443,1428,686,1380
DNMBP,2208,2906,3443,5413,3381,5167,305,326,167,331,444,475,409,422,399,421,469,491,628,195,511
RAB11FIP2,1862,2248,1858,2297,1522,1265,420,582,219,441,880,740,700,790,860,218,200,222,273,75,186
CXCL12,2006,1208,1075,1221,954,819,622,455,438,304,118,270,1319,4214,3908,441,487,519,669,411,618
ERLIN1,1710,1344,1760,2107,1563,1034,280,536,308,443,1066,988,732,753,626,378,412,436,407,197,358
EIF3A,31715,28706,40266,57476,42702,39143,6543,7492,5117,7101,15247,11080,9914,8027,9350,6164,4832,7038,7883,3047,6397
PKD2L1,5,3,8,27,4,13,73,133,88,45,139,146,198,315,305,156,167,173,174,175,192
CUBN,164,556,289,700,155,109,8,14,1,9,15,18,7,2,8,1,3,1,2,0,0
TRDMT1,804,2718,1411,2283,744,361,52,93,20,82,246,141,125,95,109,53,52,61,52,34,61
RBP3,3,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GDF10,1183,774,648,943,584,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX50,3441,2784,3888,3726,2711,2660,233,375,173,359,1551,1070,993,1049,1170,310,357,439,338,219,328
MAPK8,2827,3936,3850,4371,2311,1023,211,216,194,263,569,497,499,579,538,135,172,144,131,42,110
SEC23IP,3888,3579,4403,4771,2935,1442,943,1234,714,1151,3104,2526,2183,2022,2024,836,904,985,935,399,882
ATE1,1673,1922,2000,2527,1480,1676,489,589,268,619,1244,992,918,1003,993,255,344,340,321,126,282
NSMCE4A,3228,3263,3506,3663,3168,1933,140,285,52,222,879,753,618,595,547,206,221,262,244,202,207
PLEKHA1,1501,2121,1732,2621,1148,1045,401,527,557,466,710,658,715,967,925,585,702,695,649,243,596
PALD1,1170,882,1386,1632,1002,747,1252,1017,298,1200,21884,22505,19870,16264,17898,1336,1199,1449,1756,934,1612
UNC5B,1710,1607,2793,2619,1527,4091,434,310,121,565,4123,3673,3436,4448,4510,528,439,537,621,278,402
CDH23,1113,2468,1967,3385,1493,1367,584,346,70,541,39,32,55,84,106,155,119,151,107,39,93
SPOCK2,240,689,399,583,129,239,0,1,1,1,2,0,1,5,4,0,0,0,0,2,1
MICU1,2004,1849,2020,2257,1516,2452,678,1002,720,864,1982,1822,1736,1630,1690,662,711,773,685,373,603
PPP3CB,3182,3162,3218,3803,2086,1053,544,829,342,761,2678,2023,1675,1619,1827,798,852,838,789,367,753
CCSER2,3468,4117,3863,5282,2315,1723,723,822,601,751,2110,1702,1458,1309,1254,551,602,609,624,175,519
BMPR1A,6120,5978,6488,6004,4197,5251,234,268,112,216,904,662,706,732,835,159,216,180,211,84,161
MINPP1,1419,1237,1565,1559,1110,405,203,318,136,255,800,641,606,529,530,165,166,218,191,75,181
ACTA2,451,132,152,179,254,6715,139,280,220,285,36,19,33,42,55,15,21,15,9,2,11
LIPA,1170,1100,1212,1711,785,185,12382,30535,11875,23250,47211,42007,49362,79319,59274,24760,27425,27972,23426,9880,22636
TLX1,3,10,17,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LZTS2,4276,3894,4610,5071,3232,4384,953,1284,845,946,873,1053,1110,1066,1193,526,271,521,619,340,591
SFXN3,278,91,83,93,72,96,591,1273,654,1097,3234,3088,2205,2018,2210,1066,1126,1223,1412,626,1237
KAZALD1,152,73,46,33,41,182,7,4,1,8,17,28,33,14,15,3,2,4,6,3,8
FBXW4,947,925,1109,1138,806,5292,226,314,241,272,807,878,790,692,878,166,114,184,180,100,160
FGF8,146,192,47,41,32,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPM3,1010,476,710,635,857,1401,61,168,45,149,808,754,599,517,410,180,213,225,175,196,224
TNKS2,6036,5573,7463,9031,5736,4461,1989,2413,1773,2310,5962,4840,4670,4757,4780,1024,1187,1163,1387,304,995
PITX3,21,1,2,2,14,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBF1,5491,5718,7993,9583,4357,4041,937,1328,712,1269,3192,3205,2769,2240,2263,582,640,678,730,205,607
ARHGAP21,9011,10273,11706,13893,6042,5736,1387,1298,842,1072,5043,4055,3852,3769,4138,1022,1152,1095,1285,321,917
CPEB3,272,318,423,483,324,195,76,83,42,74,696,670,553,566,525,77,80,90,91,36,66
FBXL15,354,285,447,269,184,385,235,550,208,457,648,960,757,598,692,169,118,196,181,239,223
CUEDC2,2967,1726,2941,2475,2047,1981,278,437,219,446,2040,2010,1607,1428,1357,533,515,562,528,598,524
SUFU,2507,1654,2711,3365,1565,1417,1002,1074,1016,740,3576,3515,3415,2852,2964,555,536,618,709,291,644
ANKRD26,3440,4117,4462,6399,3093,6521,153,147,66,115,302,161,222,214,258,93,132,112,110,59,86
ACBD5,1149,1293,1577,1672,1269,1715,654,936,621,783,2072,1609,1624,1844,1770,351,332,345,371,132,308
LHPP,456,537,517,662,313,871,105,159,54,103,970,1083,963,956,953,89,112,113,103,81,93
LARP4B,4725,5659,6000,8975,3815,2829,1373,1919,1008,1858,6085,5048,4471,4158,4169,861,1041,1037,1229,426,939
GTPBP4,5403,4982,6183,7046,6119,5696,360,832,337,848,2372,1667,1042,826,796,742,723,821,784,528,786
EDRF1,2711,3445,3455,4391,2440,2265,217,301,197,255,669,606,480,544,575,149,163,161,160,55,142
BCCIP,4976,2642,4132,3525,5339,12455,334,707,254,629,1626,1173,874,677,758,386,472,489,425,301,443
MTPAP,1808,1947,2045,2323,1599,1169,158,291,168,275,797,677,528,547,512,252,311,286,277,154,231
NEURL1,114,137,126,174,107,98,1,0,0,0,2,10,4,2,2,2,0,2,2,5,0
SH3PXD2A,7655,5970,5385,7545,3399,4182,1399,1546,730,1603,10754,10236,10828,12529,12865,931,935,995,1702,327,1256
PITRM1,1956,2219,2654,3282,1814,1231,590,955,584,972,3173,2922,2337,1869,1827,495,594,603,634,252,520
MAP3K8,461,774,909,870,712,865,510,766,368,738,815,780,750,777,816,116,124,124,115,44,90
DKK 1.00,422,110,150,24,183,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBF3,5747,7615,8829,7073,1996,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLRX3,2526,1609,2265,2454,2548,2179,359,810,305,934,1796,1417,1095,981,843,513,538,648,560,433,549
SORCS1,1891,2347,2967,3095,978,326,174,375,247,575,131,110,177,128,189,101,112,118,110,25,83
XPNPEP1,2248,3219,3413,4047,1625,2881,625,987,602,866,3130,2687,2115,1821,2025,828,967,974,1057,558,967
SMC3,14170,13294,18531,20448,18530,10606,703,896,580,931,2521,1703,1582,1540,1886,561,654,731,700,228,559
SHOC2,2975,2541,3085,3078,2433,1706,538,823,458,685,1903,1405,1307,1435,1451,499,519,517,488,231,425
TFAM,3393,2334,3262,3001,3115,3092,378,550,262,549,1405,1024,818,830,777,476,530,529,501,212,466
CCDC6,3831,3011,4206,4210,4255,7586,774,1084,468,1003,2134,1831,1819,1582,1582,526,570,560,680,226,431
CUL2,2761,2651,3276,3516,2316,1341,539,972,443,890,2106,1570,1396,1484,1337,761,763,754,811,393,672
CCNY,3641,3074,3594,3512,2490,2491,859,1151,605,991,4333,3687,3659,3947,3800,956,977,1060,1138,607,937
UBE2S,8005,4025,7153,5627,10062,11688,66,104,57,219,1805,1306,1045,679,1014,161,131,153,132,162,163
ZMIZ1,13341,13158,14615,15724,7362,5053,4321,6625,5486,7665,14186,13148,10003,10671,9736,2586,2792,2776,3327,827,2491
DNAJC12,424,205,235,152,127,35,1,0,0,0,21,28,22,30,19,2,4,1,2,1,2
PPIF,2158,1078,1575,1496,1335,1861,2274,3665,3218,4773,6809,6607,4654,3738,3770,919,1075,1160,1005,817,1011
PBLD,236,419,369,304,169,215,16,18,14,14,203,219,244,300,294,55,52,56,86,29,52
TSPAN14,5146,5670,5708,6347,2330,1615,1801,1894,1154,1720,10075,9606,7387,6198,6133,1252,1372,1418,1504,728,1469
LGI1,1236,3307,3732,4610,1685,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D12,847,744,895,809,375,448,640,564,391,481,1991,1888,2043,2284,2522,491,435,479,552,181,436
CYP2C18,8,6,2,10,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
KRT23,7,0,1,16,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CRYBA1,5,7,4,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUFIP2,10711,11939,12115,14775,13793,17196,2012,2432,1717,2113,6427,5148,4548,4560,4912,1204,1323,1454,1532,394,1145
GIT1,4362,3243,4606,5297,3648,3601,761,1168,707,992,2497,2527,2299,2104,2288,329,302,356,363,198,305
TADA2A,969,1026,1169,1549,851,780,104,134,46,131,795,734,580,543,573,127,183,180,185,92,173
AATF,3911,3712,6104,6434,6291,5496,872,1319,755,1215,2873,2213,1790,1566,1751,508,428,609,587,356,557
DHRS11,404,463,656,878,368,713,22,125,15,154,181,199,184,183,207,92,86,92,46,31,51
ZNHIT3,947,740,1001,839,591,619,194,256,155,226,775,665,704,769,795,212,247,278,279,227,268
MLLT6,3743,4128,4949,5733,1369,1586,2328,2816,2746,3030,7023,7539,7368,7424,7732,765,620,803,897,291,755
PSMB3,2447,1266,2096,1940,2295,1499,573,1060,405,972,2980,2825,2427,2285,1993,622,692,659,654,712,624
CWC25,1479,1413,1748,1806,1990,3206,224,291,198,311,720,612,539,603,651,215,236,296,256,149,229
FBXL20,1026,1258,1445,1610,656,722,284,294,242,225,603,625,685,701,821,72,94,91,102,57,81
RUNDC3A,161,524,630,388,182,76,4,5,1,2,60,78,141,198,228,14,6,14,14,12,9
UBTF,11347,8031,13284,11866,10860,19514,1055,1389,719,1417,4578,4060,3774,3860,3998,1217,1049,1349,1312,744,1265
CSF3,1,2,1,0,9,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PSMD3,6248,5376,7420,7588,5997,8022,1089,2007,952,2169,5048,5118,4302,3920,3469,921,822,1094,1029,569,1000
CASC3,11234,10574,15182,16348,11779,15858,822,1087,832,986,3477,2746,2395,2653,2802,560,521,665,671,239,562
RAPGEFL1,688,1082,1038,1481,429,423,27,67,14,19,61,66,64,70,75,18,10,22,19,10,12
RGS9,89,121,53,158,83,323,1,6,9,9,29,36,41,41,57,2,4,3,5,3,0
RNF43,356,375,339,710,260,390,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
WNT3,524,406,639,510,169,255,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1
ASPA,0,17,9,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD51C,762,444,645,750,809,153,36,65,19,51,187,142,131,124,143,43,49,59,37,40,55
MTMR4,4045,4164,5331,5264,1649,1424,556,737,375,465,2088,2104,1795,1598,1441,476,446,508,561,170,486
TRIM37,3385,3595,5005,6235,4684,3892,266,358,286,351,700,654,641,641,612,225,255,281,264,78,262
P2RX1,1,3,4,7,11,24,195,175,105,98,1639,2418,1990,1950,1864,714,766,749,852,426,830
DHX40,3760,3243,4450,3729,2860,2245,339,405,234,317,836,671,863,997,1067,193,205,193,191,90,156
KRT37,0,2,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBD1,736,526,656,847,490,159,43,50,26,49,187,135,152,164,177,42,41,42,62,25,29
KPNB1,24508,21233,31276,37756,23795,13292,3634,5914,2176,6302,12866,10366,8454,8089,8856,4702,4894,5480,6221,2659,4972
GOSR2,1049,1267,1179,1480,401,290,375,539,233,525,2020,1835,1571,1554,1503,437,484,496,544,264,491
PNPO,566,321,507,566,547,297,31,151,39,137,2496,2504,1811,1166,1126,346,387,403,330,151,266
CDK5RAP3,2945,3689,4617,5861,2157,1659,323,332,294,246,3578,4249,3464,3407,5022,942,823,1087,904,827,980
CBX1,20283,10588,18392,14610,17297,12082,911,1152,553,807,4572,3492,3477,3449,4004,956,926,1087,1139,517,1023
RECQL5,1126,1365,1895,2511,730,1917,231,299,117,307,933,914,944,746,931,204,177,189,164,133,191
PIGL,727,1067,1005,774,255,570,89,150,52,129,244,203,206,153,204,20,22,14,23,4,26
GALK1,422,333,451,357,304,1413,237,369,74,272,979,1158,788,641,653,178,176,200,188,193,212
INTS2,1867,1675,2299,2755,1305,779,167,305,82,275,777,624,452,406,393,130,182,191,188,46,126
CAMTA2,812,752,1068,1191,368,759,515,833,309,943,2375,2480,1849,1558,1905,309,326,348,374,142,315
MED13,8762,10294,11421,13227,6296,4253,1171,1640,1257,1674,2888,2432,2296,2536,2407,653,692,631,856,172,554
HOXB6,500,396,5,2,0,41,76,159,39,179,38,34,45,40,75,0,0,3,0,2,4
ENO3,652,846,931,1186,758,2682,56,142,55,138,226,231,184,112,165,56,45,40,29,22,34
PFN1,21696,8532,14609,13088,21853,27418,4019,8893,2937,8241,65000,63223,38482,25965,24925,7902,8454,8478,8631,7990,8847
RNF167,1746,1508,2303,2270,1608,1549,624,898,274,939,4117,3374,3184,2852,3092,432,489,532,511,356,527
SLC25A11,1898,1274,1664,1675,1046,1329,530,1340,377,1298,4051,4158,3119,2806,2689,527,541,595,610,452,608
RASD1,930,478,739,139,3909,8008,3,0,1,4,3,1,2,2,0,0,0,0,0,0,0
CHRNE,16,51,36,48,33,84,8,15,8,9,1,5,4,6,19,0,1,2,0,0,0
RAI1,5547,5542,6865,7974,2953,4877,595,634,210,651,1621,1673,1266,1079,1126,321,234,302,340,113,305
NUP88,3913,3305,4352,4651,3708,2579,152,335,63,348,1380,951,584,437,435,142,148,171,144,67,157
C1QBP,7315,3590,5858,5640,7693,4046,327,945,235,907,4465,3750,2405,1776,1498,566,630,677,590,436,579
SLC6A4,14,16,12,19,11,107,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
BLMH,3608,2528,3577,3907,2715,2239,310,503,235,435,1115,973,957,980,1104,380,404,449,383,231,365
CPD,5993,6018,7519,8073,3979,2787,1493,2750,836,1632,3906,2908,2375,2000,2354,514,517,598,621,150,443
GOSR1,2933,3049,3454,4109,2192,1791,575,877,400,913,2085,1703,1472,1446,1518,441,463,463,498,250,421
CCDC47,4395,3329,5127,5143,4561,3271,1359,1894,1153,1562,5198,4030,3559,3442,3700,1225,1345,1359,1411,565,1170
MED31,350,290,287,346,222,99,41,59,26,43,153,147,107,97,82,24,20,38,15,17,21
DRG2,1652,1820,2190,2583,981,1815,326,495,229,473,1071,1128,961,818,871,166,176,149,191,122,181
FTSJ3,4041,3095,5425,5402,4087,4338,686,1168,430,995,2496,2008,1569,1206,1131,636,547,669,725,407,704
AKAP10,1940,2106,2222,2925,1576,1742,577,675,414,527,2775,2410,2174,2123,2292,375,382,409,468,199,344
ALDH3A1,7,9,12,2,16,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SMARCD2,2006,1735,2378,2677,1931,4104,550,814,383,782,4119,3569,2955,2676,2708,548,564,649,649,387,624
ICAM2,20,5,8,0,10,35,22,87,10,121,114,118,110,78,84,12,6,9,7,12,13
SYNGR2,558,373,487,529,356,622,1111,2424,845,2399,9343,10147,11267,14457,13908,1399,1517,1527,1437,1169,1467
B9D1,359,490,513,608,219,409,11,46,4,26,4,4,2,2,2,13,6,12,7,13,15
UTP6,3293,2818,3744,4235,3368,4255,522,904,413,1087,3386,2652,2006,1953,1966,873,899,999,941,483,828
DDX5,40053,45156,52949,51379,37797,46032,4932,7007,3786,7439,25393,23282,19000,18803,25136,4884,5487,5569,5505,2911,4898
CYTH1,2675,2804,2906,3288,1392,2132,1339,1531,1020,1493,6560,6224,5309,4843,5673,1183,1140,1410,1378,626,1203
PSMD11,6675,4993,7119,8291,5326,4003,596,1166,604,1053,2928,2451,1747,1530,1502,635,643,708,779,419,685
LGALS3BP,699,1106,715,1895,1034,1109,429,622,424,403,1347,1427,1204,778,754,288,310,443,391,293,334
ASIC2,231,315,309,392,148,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL7,1,0,0,0,0,0,12,295,5,154,2,1,1,0,1,1,1,0,0,0,0
CCL2,210,112,90,88,160,241,375,1217,136,2499,2001,1793,416,285,264,334,331,305,424,332,385
CCL8,0,0,0,0,0,0,48,89,25,240,1,2,1,7,5,1,1,3,4,7,3
CCL1,0,0,0,0,0,0,2,2,0,26,2,3,3,2,2,10,11,14,7,4,12
PEX12,189,122,143,106,114,92,62,98,25,65,188,131,196,222,225,79,97,100,99,39,100
HNF1B,44,55,170,5,38,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT32,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX58,13,21,19,31,13,48,165,293,86,223,418,449,462,478,481,172,157,244,206,145,175
KAT2A,992,1200,1214,1504,1098,1500,347,641,136,501,1326,1876,1432,1086,1233,271,237,341,333,166,293
RAB5C,529,358,593,442,351,167,703,1306,622,1194,12781,12972,11340,11052,10362,3196,3425,3658,3945,2322,3924
NAGLU,282,336,329,423,115,140,621,1236,390,859,1650,2216,2357,2490,2398,1173,1079,1329,1338,1082,1256
HSD17B1,81,91,75,92,79,69,2,10,8,7,12,15,3,15,15,151,131,178,158,123,157
MLX,1544,1213,1579,1668,1379,1802,558,990,499,958,3553,3083,2369,2664,2721,722,765,824,775,480,770
CNTNAP1,861,1489,1539,3007,1132,703,5,33,10,18,5,2,5,6,12,4,3,5,6,4,2
ABI3,174,20,18,23,51,74,326,504,60,384,11117,11330,8655,7176,7216,998,1051,1163,930,750,967
EZH1,1597,2208,2500,3968,1490,2210,572,645,564,485,1042,1127,1441,1494,1792,293,260,313,293,111,254
DLX4,14,12,6,11,12,88,3,3,1,8,10,8,11,5,9,2,3,1,2,0,4
PPP1R9B,4815,3410,4846,4371,3793,4137,3017,3628,2264,3229,9565,9394,9011,9131,9687,2178,1304,2337,2523,1145,2216
COL1A1,16670,5304,4227,8209,11537,11008,428,872,43,371,116,126,28,0,5,4,2,3,3,1,0
SGCA,13,28,7,31,13,38,0,0,0,0,1,0,3,2,8,0,0,0,0,3,0
MRPL27,1271,1154,1355,1169,885,850,61,187,63,147,1046,958,606,506,528,207,191,191,189,177,200
VAT1,5122,4794,7555,7435,4992,5140,6579,10554,8965,7374,3912,4941,5486,8096,6958,6939,7007,8191,7968,5000,7789
LRRC59,5738,3685,5640,4954,4103,4940,1394,2392,1072,2479,5936,4830,3450,3067,3037,992,912,1161,1166,602,1068
RND2,944,938,1631,1274,993,1475,0,0,0,1,6,5,5,5,3,1,1,4,0,3,2
ALOX12,19,11,26,24,20,50,0,0,0,0,1,1,0,1,0,40,33,51,59,25,49
HDAC5,3709,3257,4249,4468,5953,3565,1071,1101,1088,1035,3867,4063,4410,4568,4851,575,590,742,763,476,742
ABCC3,9,8,2,8,13,40,1820,2744,970,2499,202,266,534,1081,1354,57,56,43,18,22,18
LUC7L3,17425,23140,23006,28692,22686,59043,1092,1370,856,1117,3128,2624,2201,2093,3295,1134,1092,1289,1240,1292,1146
PPY,0,0,2,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPP2,2036,1391,2251,2174,1304,814,0,1,0,0,0,0,0,1,0,1,0,0,0,5,0
SMURF2,2357,2517,2754,2840,1565,1830,991,1304,483,1293,2782,2393,2682,3294,3377,620,594,659,722,291,726
DUSP3,1275,1288,1448,1421,1159,1088,1278,1822,859,1124,6657,6491,6107,5320,6149,1534,1666,1815,2127,1110,1799
CACNG1,0,10,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFTUD2,5891,5111,7028,7915,4330,10345,1539,2603,889,2321,7538,7054,5442,4222,4092,1336,1498,1511,1658,777,1512
HLF,13,28,15,27,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A6,72,22,53,41,23,7,416,987,295,994,699,449,135,47,45,2,6,2,8,4,1
PRKAR1A,6752,5307,7121,6509,4761,2541,2897,3932,1924,3019,15573,12951,13015,14301,14473,4124,4400,4709,4483,1768,3652
EFNB3,2402,2492,4019,3099,1218,453,1,1,0,0,1,5,2,3,3,2,1,3,4,1,2
FAM20A,52,139,128,505,170,302,910,1478,490,1166,501,639,966,1662,1642,1177,1240,1263,1426,808,1243
YWHAE,41948,24016,40572,33945,35270,52016,2300,3481,1585,3548,15090,11976,8627,7817,7410,3550,3930,4070,3835,2515,3832
MMD,1792,1283,1514,1115,972,1261,477,1052,214,848,2322,2230,1804,2121,1889,1532,1797,1708,1967,1183,1921
RANGRF,316,263,276,402,327,296,159,304,113,279,495,583,385,368,355,9,7,8,1,9,4
DPH1,719,753,795,910,447,421,135,211,102,163,774,887,883,867,735,80,87,99,91,59,79
MAP2K6,1342,1384,1550,1382,985,450,5,24,1,4,683,480,527,336,363,36,30,14,33,14,34
DHRS7B,426,490,503,571,300,395,78,112,67,113,431,425,400,412,389,128,133,137,150,99,121
WSB1,10369,30719,17431,19285,7689,6864,2439,3176,1468,2492,3979,4256,3394,3333,4105,1729,1732,1869,1806,738,1608
RCVRN,13,4,1,4,0,21,1,8,18,3,6,8,19,6,13,1,3,1,0,2,2
MYH1,0,1,3,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A3R1,1258,723,1330,1423,1831,4312,555,682,279,458,4626,4664,3334,2313,2219,652,467,747,895,640,867
MYH3,290,539,458,751,632,806,46,21,11,17,45,42,21,30,33,37,30,26,45,12,23
NAT9,799,1044,1100,1316,735,1199,251,370,191,381,1044,1288,936,682,731,356,339,426,424,323,436
TMEM104,1298,1005,1317,1745,634,447,334,632,279,521,2554,2770,2242,1615,1540,469,500,591,617,321,579
VTN,61,17,18,13,8,125,5,3,1,0,9,7,10,14,17,24,16,11,9,12,10
TNFAIP1,1269,1200,1545,1352,787,1196,296,370,193,310,1070,1047,1015,1180,1162,225,265,277,279,136,287
IFT20,787,569,746,537,711,636,103,169,78,159,559,534,595,674,673,56,63,54,66,76,64
TMEM97,4265,2510,3569,4600,2487,1649,77,76,66,119,3050,2809,1768,1517,1474,724,823,884,672,381,588
CDR2L,1762,1456,2101,2198,1680,1558,21,49,4,26,1390,1503,1614,1429,1604,53,61,50,81,46,80
PMP22,2202,672,789,899,479,281,507,1041,334,659,4106,3786,4259,4997,5090,1660,1873,1881,2056,1419,2090
FOXN1,0,8,5,4,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC119,1809,1586,1812,1867,1562,2982,365,492,211,411,2524,3060,2613,2100,2325,199,207,196,212,135,242
ALDOC,313,760,432,619,521,1280,147,87,42,63,1262,1441,674,246,226,105,120,102,88,50,95
SUPT6H,10491,12965,16315,22843,11558,15198,2213,2977,2092,2418,5750,5635,5647,5078,5185,1688,1697,1949,2132,698,1718
RAB34,2080,1154,1624,1644,1344,1799,219,369,135,257,510,538,543,536,613,26,26,58,14,23,18
PHF12,4965,6080,6597,8022,4224,4195,606,650,442,603,2141,2146,2056,1903,2100,356,374,383,424,133,358
PHOX2B,109,39,78,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM33,3853,4506,4624,4783,2999,755,823,1153,675,949,2515,2086,1891,1811,1848,483,463,495,533,239,414
GABRA4,6,1,0,0,3,246,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
GNRHR,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0
SLAIN2,2799,2551,2857,3204,2045,2031,800,1142,552,1258,1945,1656,1347,1446,1468,453,416,537,549,198,510
OCIAD1,4000,3842,4394,4528,3906,2812,662,1167,413,1003,4898,3332,2828,2669,2720,873,916,978,840,548,850
UGT2B10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWH43,0,4,4,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCUN1D4,3023,3948,4372,5376,2658,1542,179,176,136,172,641,521,550,543,650,215,184,215,243,108,210
USP46,2504,2838,2881,3112,1899,2203,147,240,123,200,972,820,827,899,995,203,215,254,262,105,222
SULT1E1,29,5,19,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODAM,6,0,0,0,7,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHIC2,1040,858,943,681,734,685,120,182,88,141,424,369,458,402,425,93,104,119,84,75,76
NMU,1358,1239,2361,1861,2326,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMTOR3,1201,953,1216,998,837,420,539,810,457,716,1978,1536,1426,1534,1411,552,602,675,611,394,556
PF4V1,0,0,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0
NFKB1,1005,618,879,1021,598,683,876,1403,1162,2553,2319,2045,1813,1720,1765,706,744,767,644,255,570
AREG,1,0,0,0,0,2,0,0,0,0,1,2,2,0,1,1,2,0,0,2,2
MANBA,607,970,997,1677,830,953,1455,2077,1249,1558,3081,2815,3730,4588,5124,1041,1160,1310,1304,695,1137
UBE2D3,12478,9745,12207,11004,10197,6760,1809,2814,1574,2807,9800,7944,7555,9108,9464,1988,2208,2330,2222,1417,2087
MAPK10,2362,6388,5410,9243,4651,484,0,1,0,0,14,8,23,26,21,19,25,23,15,13,12
ELF2,3384,3667,3737,4288,2010,2056,311,366,177,314,1228,999,1093,1149,1289,208,210,218,261,100,226
NDUFC1,1299,574,1056,737,1211,1295,102,195,75,161,657,685,590,607,571,198,235,256,199,177,229
UCP1,8,12,11,3,40,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D9,1502,1497,1632,1722,727,842,1613,2461,1773,2990,3497,3203,3211,3071,3275,716,704,803,850,296,642
ZNF330,1147,1016,1339,1282,1228,779,637,898,735,679,1729,1280,1228,1192,1247,496,564,638,592,367,590
INPP4B,1104,1185,1174,1065,173,136,93,91,37,52,2446,2063,1733,1197,1159,162,178,178,233,78,187
GAB1,3965,4159,4774,5560,2606,1625,78,148,52,68,218,233,423,539,541,118,99,127,119,32,84
KLHL2,653,791,946,995,532,726,685,819,384,797,2257,1861,1268,1165,1206,389,438,528,524,253,432
IL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPE,6331,3996,5289,3716,4693,3947,30,37,9,76,16,19,8,15,7,17,12,5,6,6,2
WFS1,1118,1078,1493,1759,1086,1590,563,888,367,823,1121,1273,1174,1186,1146,423,407,462,387,191,324
ANXA10,0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRPEL1,885,522,767,617,879,870,241,462,118,435,1351,1095,718,653,593,300,319,350,341,174,340
GAR1,460,436,422,478,325,797,104,194,64,197,339,253,192,146,168,181,150,227,202,151,191
FRG1,2636,1888,2733,2037,2466,5004,126,290,145,257,863,580,637,725,724,208,253,255,206,206,165
CLCN3,3784,3544,4288,4746,2877,908,1014,1264,749,1091,3428,2655,2619,2641,2779,653,750,749,786,230,639
