Gene_Name,BreitmeyerC1R1,BreitmeyerC1R2,BreitmeyerC1R3,BreitmeyerC2R1,BreitmeyerC2R2,BreitmeyerC2R3,GuaquetaR1,GuaquetaR2,GuaquetaR3,GuaquetaR4,Hammonds1,Hammonds2,Hammonds3,Hammonds4,Hammonds5,Penney1,Penney2,Penney3,Penney4,Penney5,Penney6
AADAT,1389,1050,1196,1201,716,528,2,1,0,1,3,2,0,0,1,12,18,11,11,6,17
GALNT7,2667,2099,2344,2407,1868,2173,696,956,537,1048,1435,892,713,673,729,317,350,391,339,140,283
DHX15,11050,12519,13806,15880,9824,7687,1201,1776,1116,1784,5315,4209,2968,2373,2597,1248,1348,1454,1342,530,1259
SOD3,54,26,47,37,91,234,0,0,0,3,0,2,1,0,0,0,1,0,0,0,0
SEPSECS,698,1002,825,1071,593,154,182,296,75,260,771,705,659,749,769,242,249,283,284,109,193
CPZ,11,8,7,19,16,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TRIM2,9316,12277,14600,16600,9021,2592,69,110,165,87,46,41,25,22,53,142,155,143,135,43,113
SLC2A9,6,16,12,21,26,70,113,140,61,147,544,614,532,377,452,127,152,153,176,121,182
FBXW7,2975,2955,3553,3554,2940,4173,258,290,325,293,574,434,399,486,536,168,149,160,150,104,158
NEIL3,1038,510,872,1009,598,449,0,0,0,0,65,27,44,11,37,19,28,16,23,10,19
TBC1D19,491,825,772,769,290,272,16,23,7,23,40,42,27,26,38,7,8,8,12,5,11
CLNK,3,0,0,0,0,4,0,0,0,0,132,84,53,13,19,0,0,0,0,0,0
SH3D19,2774,2493,3186,4197,2532,4141,9,28,1,5,53,61,52,87,94,4,2,3,4,4,2
STIM2,2257,1974,2364,2225,1166,1904,284,314,181,324,936,681,585,658,711,100,85,87,102,27,85
MFSD10,969,1318,1454,1835,676,940,477,865,273,759,1174,1290,830,696,643,218,233,251,221,175,255
GLRB,229,165,207,237,107,38,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
BST1,23,54,29,80,46,26,60,109,59,87,272,238,159,80,91,15,14,10,12,15,12
RAPGEF2,3937,4009,5246,5270,3039,4553,619,762,573,778,1340,1200,1152,1126,1182,172,191,196,230,42,138
HGFAC,44,65,83,96,41,106,0,4,5,2,2,27,25,27,33,0,0,0,0,0,1
SNX25,858,1357,1445,2066,1218,1086,197,175,67,166,497,339,340,334,381,114,98,86,99,49,87
LRP2BP,70,221,66,152,41,38,6,3,5,11,3,7,3,3,3,1,4,5,2,0,3
UFSP2,1263,1053,1283,1171,845,327,107,121,36,142,471,359,335,338,348,143,170,210,155,108,170
KLF3,3617,2953,3723,3579,2227,2615,881,987,513,650,4902,3908,3846,4244,4201,1675,1873,1863,2261,748,1659
KLHL5,4785,4051,5415,5101,2538,1425,876,889,447,1151,2989,2434,2128,2154,2358,717,801,705,782,402,623
FAM149A,681,671,719,602,373,324,0,7,0,2,552,565,658,612,656,52,57,53,68,33,53
NCAPG,7299,5063,7835,9078,7079,3023,5,3,2,2,973,363,432,85,361,205,251,203,179,76,138
UGDH,5145,2458,4304,3666,3189,3184,283,305,235,267,1371,982,713,591,604,275,252,320,296,127,212
PPARGC1A,701,612,554,425,402,270,1,2,0,1,0,2,1,3,0,1,2,1,3,2,1
DDX25,115,206,290,400,254,272,0,0,0,0,0,2,0,1,3,1,3,0,3,3,3
CRYAB,74,25,20,75,16,283,0,2,0,0,1,1,0,0,0,1,1,0,0,2,0
DBX1,9,48,27,75,98,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTATIP2,242,194,284,514,595,584,466,659,469,586,1607,1414,1141,1262,1324,198,261,251,237,156,207
CTSC,2550,3588,3313,4777,3026,1416,9307,14620,10724,11289,23694,20355,18166,20944,21045,8461,9369,9893,10783,7414,10940
CCDC34,2361,1109,1804,1474,1784,19626,6,16,10,10,110,93,121,48,84,83,100,85,65,90,77
ZBTB16,1343,1099,2018,1661,861,846,1,0,0,0,3,3,4,5,8,1,0,0,0,2,1
ELP4,493,511,657,760,591,379,64,124,92,126,464,357,377,342,419,79,99,94,94,46,86
MTCH2,2889,2086,2445,2330,1997,763,679,1382,574,1212,4254,3890,2879,2485,2305,959,1104,1183,1230,706,1104
FNBP4,7673,12157,10525,16073,6943,8865,748,925,721,813,1764,1347,1197,1204,1463,519,566,555,573,216,518
TECTA,293,347,387,589,202,225,2,1,2,4,13,8,14,11,15,5,2,3,5,0,0
SC5D,2901,2409,3006,4566,2932,1721,561,531,476,644,5606,4166,2234,1428,1396,1442,1603,1787,1465,749,1377
CRTAM,0,0,0,0,0,8,1,1,1,0,0,2,1,1,1,1,0,0,0,1,0
B3GAT1,1549,2125,1615,3179,1535,835,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
HSPA8,62972,21121,62572,49302,60394,35806,13514,21307,10650,23631,59628,51976,41414,37285,28074,8691,9229,10204,9172,5073,9393
P2RX3,469,1714,1440,1159,81,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
VWA5A,709,380,552,711,661,660,522,1216,919,883,843,723,762,949,973,1148,1270,1373,1240,594,1246
DNAJC4,454,351,494,421,310,380,221,404,159,239,3234,3708,3782,4002,4018,321,372,383,392,268,325
SIAE,267,260,313,351,194,117,296,362,270,293,821,784,814,823,862,159,189,190,197,107,195
SNX15,39,48,37,75,18,7,4,16,1,16,1028,919,859,663,704,0,0,0,0,0,0
LPXN,243,219,209,297,102,138,620,1157,589,1275,5372,4250,3940,3900,4168,495,499,497,365,204,406
DTX4,4723,6073,9039,8782,3921,2172,245,299,36,312,137,141,216,200,257,172,206,146,169,115,146
ATG2A,1569,1525,2195,2363,1872,2156,514,589,505,579,1490,1957,1945,1543,1526,233,199,216,200,108,160
EHD1,3136,2412,3608,3390,2557,5833,745,1422,487,3175,3702,3873,2816,929,808,1088,926,1235,1364,780,1361
OSBP,3551,3419,4358,4643,3176,4703,959,1076,780,1227,3274,2722,2362,2319,2333,946,933,1112,1140,432,970
UNC93B1,270,368,366,443,239,678,1005,1636,787,1065,4771,5832,5509,4503,4775,1110,988,1268,1211,932,1201
PUS3,985,688,863,862,1008,321,121,118,71,83,392,294,256,255,274,108,141,121,145,87,126
DCPS,609,392,598,538,430,1085,115,175,118,220,960,749,530,435,365,77,92,111,98,46,85
FOXRED1,1126,1257,1414,1814,843,1018,258,486,119,427,1047,1279,874,687,694,252,237,299,282,175,278
PPP6R3,9048,9017,10438,12942,6998,4703,839,1407,713,1243,3569,2701,2370,2130,2306,722,802,785,867,294,693
NRXN2,708,1189,1212,1198,810,342,0,0,0,0,2,4,4,4,0,3,3,3,2,1,0
MS4A6A,50,19,5,31,2,8,1439,1664,635,780,25857,21926,24190,24031,25643,2651,3094,3272,2946,2215,3237
MS4A4A,3,1,0,0,0,8,206,510,281,455,2400,1941,2026,2338,2471,2598,3113,3179,3473,2570,3816
ST3GAL4,864,658,700,936,533,523,36,98,62,66,271,252,171,107,140,16,15,20,18,28,21
CPT1A,1042,587,604,247,334,195,181,1072,212,900,92,108,371,978,1176,97,95,75,130,61,92
CCND1,13942,11758,18291,21362,19157,18152,482,1055,300,1813,11512,11133,5175,1007,619,1194,1254,1374,2356,724,2076
CCDC86,1975,1191,1747,1690,2465,3654,234,532,132,608,1955,1915,1015,548,433,304,291,343,345,195,303
PRPF19,6210,4021,6667,6091,4382,3738,804,1317,574,1277,5293,5132,4219,3493,3262,889,800,978,888,683,880
TMEM109,2003,1236,1725,1660,1073,906,755,1483,648,1225,4231,3706,3199,2558,2695,718,713,784,752,544,771
CCKBR,355,75,106,74,43,248,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
HPX,58,99,75,125,7,34,1,1,7,4,0,0,0,2,0,1,0,2,0,1,0
TRIM3,918,1069,1134,1514,606,572,138,165,176,124,396,561,397,332,439,49,62,96,99,62,107
CHORDC1,3318,2544,3710,3757,3146,2531,557,605,424,589,1705,1209,817,701,727,239,200,261,206,119,242
FOLR1,33,9,13,26,12,735,16,5,2,40,2,1,0,0,0,1,1,0,0,0,1
ANAPC15,1774,991,1599,1132,1860,2824,87,215,53,141,1471,1070,904,776,798,80,78,78,79,49,82
FOLR3,4,0,0,0,1,13,7,17,0,10,12,9,3,1,1,0,1,3,2,1,0
PANX1,2133,2083,2529,2774,1867,2715,379,502,277,595,1004,913,623,536,531,534,616,641,727,287,572
ARHGEF17,3451,3824,4287,5126,2277,3436,203,202,144,184,159,214,151,160,139,54,68,65,62,25,50
APOA5,1,4,8,2,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOA4,22,4,4,0,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
APOC3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP164,2711,2669,4081,5678,2332,2202,293,573,278,468,1519,1371,1159,1035,1179,267,250,293,318,128,243
RNF141,1286,1121,1470,1179,842,756,433,496,216,421,2540,2039,1762,1823,1856,703,809,796,780,413,719
EIF4G2,62722,41871,62970,54931,41345,23804,9585,15777,8950,15880,39349,29770,23182,20213,21834,8670,9317,9635,9934,3452,8251
IL10RA,10,33,20,17,13,66,1827,2736,934,2723,8491,8492,11819,13651,16030,1432,1459,1701,1620,768,1532
GALNT18,619,960,859,899,240,130,56,22,17,24,540,543,398,207,234,47,51,41,63,43,70
BIRC2,3242,2539,2927,2988,2088,1633,547,829,421,734,2139,1624,1540,1808,1973,461,430,519,478,283,425
UBE4A,4330,4587,5280,6061,3379,1573,918,1305,849,1158,3784,2929,2824,2626,2932,613,695,730,765,190,562
MMP12,33,2,2,3,12,6,171,3692,245,2526,267,155,66,28,21,30,11,25,29,5,19
DDX6,16678,15140,20477,19630,12480,4703,1664,2099,1201,1737,8353,6212,6027,6553,6613,1306,1398,1540,2067,574,1150
UPK2,14,6,21,22,34,118,0,0,1,0,1,2,1,3,5,0,0,0,0,0,1
CBL,4296,4020,5666,8153,3483,2299,1868,2480,1140,2350,8893,7780,6867,6539,6606,935,1023,982,1383,272,809
HIPK3,4482,4146,4084,4575,2528,2223,2025,2560,1358,2507,5139,4742,3724,3793,3770,737,781,817,1081,238,722
KIAA1549L,1069,1419,1502,1357,533,195,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FBXO3,1328,1335,1852,1638,1191,471,217,230,168,299,635,509,461,427,491,109,108,143,119,71,124
PDHX,2108,1699,2227,2085,1662,1486,325,641,334,609,1213,829,615,661,618,307,380,396,356,183,353
SLC1A2,1305,2756,3526,4057,1366,33,56,170,32,151,0,2,0,1,0,5,5,5,9,2,7
COMMD9,950,633,1044,867,775,354,729,990,544,742,3501,3213,2439,2315,2125,431,452,583,527,336,520
SLC15A3,494,340,429,746,108,143,3622,9142,3105,7752,7376,9568,11602,12610,12164,4146,3674,4545,4086,3074,3980
CD5,0,5,0,5,6,4,0,2,0,1,3,1,0,3,9,3,6,6,2,2,4
ACCS,172,367,232,594,89,200,212,188,72,124,392,560,596,603,803,108,91,110,113,79,82
SCGB2A2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MDK,40414,19743,39874,25287,32945,54683,67,147,25,112,8,7,5,1,10,14,24,26,10,18,12
AMBRA1,2377,2620,3239,4345,1477,1018,560,602,476,556,1719,1818,1484,1359,1316,348,355,470,428,179,382
MADD,3180,3162,4582,5249,2192,1389,1316,2527,1759,2047,4685,4484,4388,4259,4653,666,669,749,761,342,686
PTPMT1,169,257,200,275,95,25,67,90,48,74,1710,1605,1302,1113,1185,232,270,267,267,195,268
NAA40,2101,2319,3063,3634,1431,1842,420,533,183,403,1850,1843,1676,1401,1471,385,366,391,405,164,357
SLC22A18,94,112,138,195,80,169,272,448,162,284,1985,2513,2228,1626,1688,309,356,398,367,291,388
CD81,4104,2883,3890,3614,3008,4552,6678,9095,6453,9325,38814,44608,42233,39738,38217,7081,7261,8493,7305,6446,7400
SLC35F2,473,457,615,751,483,639,110,132,27,140,1730,1334,723,529,435,117,150,139,129,48,134
ELMOD1,927,1604,1266,1793,694,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCA,5,9,5,8,23,44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
SOX6,2587,1511,1173,1208,323,312,1,0,0,1,4,1,6,2,0,0,1,0,2,1,0
PITPNM1,2380,2019,3754,3641,2099,2594,657,1070,246,1129,3878,4474,3962,3545,3980,453,408,445,467,253,466
AIP,1485,832,1477,1187,1193,1652,603,729,453,590,2631,2856,2718,2733,2880,564,619,650,535,586,684
NUP98,8328,7577,9837,13156,6621,3563,1343,1975,1118,1943,4002,3426,3035,3038,3036,1030,1199,1176,1235,411,1034
NDUFS8,2862,1658,2824,2543,2244,2535,280,561,191,464,2102,2364,2008,1890,1706,336,352,377,306,335,329
TCIRG1,320,412,325,677,492,643,2392,4971,1704,3748,9431,10697,7300,4991,6294,1247,1101,1274,1117,818,1080
CHKA,1798,1895,2175,3400,1477,2411,308,329,421,485,1123,995,928,965,1105,260,257,258,315,169,250
EXPH5,187,270,280,209,155,913,1,0,0,0,19,8,26,20,26,12,10,15,18,1,9
HPS5,1533,1819,1763,2305,1158,733,883,1519,750,1296,3813,2983,2499,2457,2557,540,650,625,614,228,533
GTF2H1,2760,2215,2426,2694,2118,1319,550,774,530,715,1379,1224,1196,1233,1208,542,599,664,701,336,612
POU2AF1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPN5,111,319,386,551,217,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWF,39,37,39,107,140,1287,115,338,238,258,41,52,42,36,38,82,84,95,58,26,43
PSMD9,149,267,210,335,77,54,27,50,26,45,1642,1427,1206,1074,1092,387,407,415,370,379,414
PPFIBP1,3355,2663,3045,4175,2190,6883,114,262,90,316,574,475,387,337,314,162,136,146,158,28,120
PRPF40B,1423,1905,2217,3120,1442,1645,68,91,27,63,201,171,146,127,136,28,32,56,72,44,47
CD69,0,6,9,2,14,3,0,2,0,0,43,30,13,9,11,0,0,1,1,0,2
PRDM4,2529,2739,2997,2932,1751,1214,490,727,540,579,1481,1226,1121,1022,1217,332,352,363,359,155,335
CLEC2B,0,0,0,0,16,4,25,45,37,32,30,31,17,53,48,41,54,54,40,46,40
COQ5,1679,1193,1703,1744,1671,1414,186,380,99,275,1011,804,792,744,781,280,294,302,242,196,290
SELPLG,51,16,30,35,122,99,1030,820,390,599,6439,6649,5804,4712,5619,415,431,433,551,311,571
CORO1C,7639,6024,8441,9022,6460,4830,5591,9188,5021,8770,18155,13960,9954,7886,8450,4631,5211,5202,5429,2250,4510
ASIC1,460,1204,910,1302,234,355,91,123,5,92,25,35,28,20,10,18,23,27,36,14,42
DAO,0,0,1,2,1,0,0,0,1,0,2,2,3,6,6,0,0,0,0,0,0
CAPRIN2,2455,5601,4770,8209,5383,5067,256,321,188,221,545,488,556,579,719,100,104,116,106,44,96
TSPAN11,1511,1723,1595,1709,778,263,2,1,0,2,3,1,2,6,1,1,1,0,0,0,0
KCTD10,3408,3717,4477,5058,2369,2025,406,619,289,506,3650,3408,2743,1972,2103,563,618,612,619,260,571
SLC11A2,2137,2442,2501,3402,1472,622,1947,3454,1318,3894,2391,2612,2317,2668,2854,740,873,792,772,298,641
MLEC,10221,8966,12691,10416,7733,5923,2045,2602,1280,2550,17742,14024,11461,9519,9032,1809,1809,2018,2410,978,1878
MVK,1314,929,1373,2784,582,838,86,88,81,267,2294,2185,705,187,232,430,440,526,481,378,458
CSRNP2,3699,3016,3865,4117,2677,6192,371,511,356,625,1003,895,779,716,759,234,252,281,253,103,209
CAMKK2,1733,1512,2111,2378,969,1161,189,358,178,313,1292,1181,872,730,804,227,265,280,307,145,238
BIN2,8,1,0,0,1,47,1023,1006,468,954,15547,12145,9450,7407,8470,1127,1200,1334,1446,708,1275
IL23A,8,16,18,30,43,61,4,19,9,6,45,35,37,23,30,6,11,8,13,0,11
PTGES3,14077,9332,13280,12404,15344,9773,1882,2597,1396,2480,9466,6590,5725,5948,5945,1569,1729,1699,1501,1091,1542
SYT10,115,78,216,408,753,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCL7A,2825,3554,4504,3983,2300,3962,2,2,3,9,117,106,115,110,127,131,146,126,141,65,136
RSRC2,11252,8578,10806,11766,12620,22429,691,869,747,877,2127,1354,1238,1196,1481,669,663,748,712,350,621
CYP27B1,58,125,72,148,113,217,0,13,3,21,25,26,11,9,7,6,11,2,6,0,4
MYF6,5,7,9,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYF5,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIN7A,632,604,770,514,526,259,19,17,0,0,0,1,0,0,0,0,0,0,0,1,0
KRT18,2687,721,1563,1664,5152,64660,92,67,50,51,752,514,279,129,251,22,28,28,25,30,25
ACSS3,1059,1072,1129,1557,872,936,52,30,37,2,102,95,111,122,115,6,10,11,18,8,19
GLI1,132,58,53,85,99,222,0,3,0,0,4,3,2,0,1,3,1,9,4,6,6
PPM1H,707,664,935,711,477,2335,219,320,230,307,1182,1201,1132,1022,1003,286,261,322,374,119,254
METAP2,8963,6513,8989,8351,12176,43474,639,1087,648,1233,3095,2140,1884,1800,1960,1197,1430,1533,1439,1410,1327
LTA4H,3306,3376,4064,4986,3779,2797,3260,4545,1546,3631,6132,5297,5337,4787,6366,1348,1396,1563,1236,862,1262
ELK3,3494,1459,1537,1438,1327,1689,603,852,249,732,1501,1336,1113,822,808,962,991,1093,1315,537,1101
SLC6A12,13,24,20,30,37,63,150,368,27,251,292,349,273,203,225,76,66,67,34,16,32
WNT5B,568,711,879,877,374,357,1,6,1,0,82,111,244,408,362,52,39,53,48,24,58
MAGOHB,1921,1320,1710,1549,2023,2470,59,118,19,105,202,151,112,110,98,73,69,73,69,68,55
TRPV4,131,91,85,259,157,678,284,271,118,214,1952,1840,658,225,200,11,12,13,26,11,13
ITFG2,1547,1750,2006,2355,1017,846,248,354,112,313,821,731,701,653,649,104,126,136,145,73,108
FOXM1,7973,4222,7204,7466,5369,5075,20,42,53,45,1317,574,674,176,567,205,240,204,191,68,174
PRR4,530,1251,706,1666,316,99,1,2,0,0,1,4,4,12,19,0,0,0,0,0,0
PRMT8,272,1501,672,1974,421,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PARP11,1215,1469,1542,1692,747,480,143,181,130,156,745,516,499,539,508,110,120,129,135,64,98
ARPC3,4664,2588,3674,3183,4112,3146,1299,2145,935,1951,24783,18726,16100,17244,17494,3075,3236,3494,3082,2473,3028
GPN3,750,419,732,689,910,1420,173,218,100,284,1404,1294,1037,927,931,503,638,629,526,506,602
VPS29,1257,1223,1559,1600,1284,696,665,1081,439,1004,3010,2297,1675,1579,1682,749,864,884,829,685,866
FGF6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MYL2,1,0,0,0,2,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD51AP1,1717,1712,2223,2410,2046,2289,167,230,106,307,577,431,600,478,546,119,106,139,113,46,97
CUX2,1038,2299,2329,3063,792,347,6,34,12,24,18,26,14,12,5,50,40,26,61,5,55
SH2B3,1003,689,719,1196,823,543,1505,2948,619,3293,12614,10653,9520,8707,9485,3126,3086,3230,4089,1247,3076
AKAP3,64,53,137,107,63,82,35,62,11,24,25,16,20,24,36,9,15,21,20,10,17
MANSC1,102,112,175,171,108,178,4,22,2,9,8,10,11,3,1,2,1,3,6,0,2
KCNA1,27,86,96,127,214,125,1,0,0,0,0,1,33,7,9,0,3,1,1,1,0
DUSP16,1015,1340,1433,1762,1256,990,328,415,145,365,1041,906,1926,3056,3406,180,233,231,360,137,248
CREBL2,1090,735,1079,1073,973,828,1757,2022,977,1725,4920,4536,6561,7674,8309,1112,1068,1181,1198,471,1078
ACAD10,1312,1725,1755,2630,578,888,278,364,143,300,1208,1141,985,943,1055,176,158,185,197,103,168
ALDH2,850,375,632,627,422,614,1427,1291,575,1474,8330,8775,11853,12094,14957,358,398,379,346,316,442
CDKN1B,2695,2025,3321,2575,1865,1919,420,451,445,359,1157,919,1251,1613,1816,257,294,299,289,143,276
GPRC5D,0,3,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
NAA25,3210,5379,4347,7214,3189,2069,281,492,143,523,1389,1079,708,554,537,464,479,531,546,174,394
GSG1,19,34,27,75,60,6,5,6,5,2,0,1,0,1,0,3,0,0,2,1,1
SCNN1A,44,37,42,17,167,3245,2,1,1,3,31,45,64,46,53,1,2,3,2,2,1
LTBR,221,140,138,147,90,384,1287,1911,991,1503,7162,7339,6289,5982,6653,928,918,1063,1020,687,1036
OGFOD2,58,51,59,76,23,50,9,14,16,15,368,432,369,334,419,88,63,97,65,66,104
CDK2AP1,6751,1998,4204,2828,3514,3541,205,311,63,213,2030,1781,1788,1984,2048,304,323,363,344,257,313
OAS3,89,50,32,105,62,39,449,1311,320,996,1573,1538,1175,879,942,72,52,105,81,15,50
OAS2,6,0,6,1,0,6,127,582,45,358,680,574,407,303,360,412,374,836,430,274,284
ART4,47,2,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGP,105,3,8,5,2,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
RASAL1,28,17,6,30,67,86,132,335,348,464,1265,1287,1649,2407,2446,262,222,314,256,128,219
ARHGDIB,285,10,14,4,21,136,3046,4783,1106,5215,40889,30951,23548,19232,19458,5439,6159,6221,5833,4009,5966
GTF2H3,975,1046,1037,1458,811,523,172,502,144,525,1032,801,585,551,548,267,313,314,295,157,260
EIF2B1,2379,2110,2650,2335,2097,2316,574,836,411,884,1768,1546,1279,1304,1321,374,422,440,385,313,481
DDX55,2120,2497,2725,3589,2165,3066,194,422,207,336,676,594,485,431,480,252,265,276,268,243,288
SLC38A1,7390,9126,10448,16502,8530,4286,13,8,1,10,179,72,37,14,9,29,19,30,7,3,1
RERGL,10,12,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENDOU,1,3,5,8,8,12,0,1,0,0,0,2,0,3,3,1,2,0,1,0,0
VDR,13,15,78,17,31,68,611,1182,592,1439,1045,829,596,271,386,139,122,139,112,50,82
FZD10,1328,2411,3113,2564,1025,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFC5,1838,1762,2038,2333,1653,1518,74,99,62,90,382,313,268,174,229,81,94,71,58,38,55
STX2,2333,2559,2834,3142,2213,2970,114,186,142,178,391,391,423,538,702,187,162,231,213,86,168
COPZ1,2643,1522,2474,2238,1589,1576,738,1283,484,1070,5293,4539,3937,3785,3736,499,561,602,551,293,539
TBC1D30,143,282,225,339,122,129,40,43,13,74,612,651,714,759,780,10,19,11,14,1,12
CAND1,12342,11649,15497,16534,10053,5873,1282,1743,979,1557,4940,3565,3115,3021,3009,1107,1235,1260,1259,470,1154
IL26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB5B,1707,1281,1912,1979,1112,1070,1104,1364,655,1174,7933,6773,5552,5010,5417,1030,1086,1196,1230,460,1026
MDM1,1060,935,1385,1471,858,762,76,122,58,117,268,255,253,251,255,75,61,69,54,33,71
NUP107,5445,5138,6347,7627,4816,3744,334,526,190,560,1337,1027,856,629,712,238,275,318,298,136,249
CNOT2,5085,5404,5147,6049,3481,3230,552,631,398,549,2676,2094,2136,2055,2227,448,503,540,498,288,475
TIMELESS,12047,7951,16953,15599,11603,6173,341,520,292,485,1644,1514,1350,909,1034,314,325,351,373,136,285
CPSF6,11774,15309,15449,16492,9025,11160,609,688,441,371,2463,1978,1522,1362,1338,633,673,731,721,393,658
KRR1,2753,2539,2480,2607,2305,2590,373,580,285,564,1444,1099,774,697,690,165,150,168,148,58,130
MRPL51,3910,1567,2882,2636,3503,3014,255,568,208,510,2100,1767,1366,1199,1215,480,561,625,456,584,559
GAPDH,80329,63009,81731,73443,98389,81973,11767,18598,6772,12504,62817,56136,40883,30861,34213,8510,8822,9226,8342,6435,8394
NOP2,2341,2221,3025,4000,2813,3546,9,4,11,1,2291,2375,1135,857,803,531,476,571,550,234,532
CHD4,35830,35776,50697,53993,33505,53703,199,227,139,204,9549,8341,9430,9865,10036,4439,4433,5056,5372,2307,4184
ACRBP,53,76,102,107,119,179,31,59,16,30,239,229,263,257,287,59,74,88,103,54,85
COPS7A,1122,845,1115,1046,755,625,411,657,231,541,2791,2808,2155,1889,1694,595,568,655,685,421,655
ING4,893,724,1001,1056,789,1460,311,312,147,193,1020,1003,1300,1555,1451,221,262,278,217,186,221
GNB3,462,687,732,1001,245,118,0,0,0,0,0,10,8,7,13,2,4,3,9,1,4
CDCA3,1232,798,1296,1122,763,640,10,2,0,3,369,175,227,44,212,77,66,83,77,35,51
CHPT1,1076,1067,888,888,542,191,233,286,128,265,1181,967,726,719,797,215,249,321,301,166,268
USP5,5021,3987,6834,6458,3812,6369,481,966,264,819,3503,3396,2512,1972,1720,675,627,763,753,498,696
TPI1,20669,16146,20965,16981,27116,27385,2023,3222,1412,2431,20243,20039,14530,10957,10244,2474,2538,2801,2424,2147,2527
GNPTAB,1652,1862,1633,2284,1255,1330,2321,3448,1968,2712,7762,6486,6070,5565,5715,727,874,851,975,260,784
SPSB2,135,157,212,204,224,326,78,188,28,98,221,282,314,284,301,96,56,114,99,99,128
ENO2,779,4418,3122,4848,3237,2836,797,1004,762,735,23,19,21,24,24,159,151,138,157,105,179
ATN1,12227,11913,15462,17656,8990,8579,926,1455,920,1415,2301,2368,2219,1891,2297,300,252,344,316,144,290
PTPN6,282,123,146,151,230,1361,1514,3442,624,4112,14501,13806,9680,8543,8615,1903,1924,2129,2104,1311,2112
LPCAT3,703,645,793,1397,485,368,243,595,389,394,602,718,847,1291,1401,381,431,452,482,232,442
NT5DC3,1107,1018,985,1599,689,989,6,25,3,41,60,51,26,11,19,18,12,15,15,11,21
SLCO1B3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOBEC1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOG,21,10,10,10,49,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUDS3,6590,5536,7610,7257,5332,22541,414,440,268,420,1832,1528,1420,1577,1782,257,327,309,337,140,268
GOLT1B,1518,1467,1383,1312,1197,463,287,536,207,557,986,676,551,686,647,271,320,349,307,160,310
GYS2,9,11,10,25,19,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LDHB,26812,15611,27000,24373,31335,24882,52,108,59,74,20815,19901,17261,14627,14758,4907,5456,5859,5651,4626,5759
PRKAB1,1420,1783,1880,1997,1094,1745,308,402,329,409,2107,1913,1602,1469,1483,285,305,310,372,202,341
CMAS,1221,909,1475,1290,1337,978,520,943,638,838,1430,1272,844,654,669,331,342,395,357,200,365
HCFC2,654,714,684,633,404,299,128,134,63,141,496,405,343,366,349,143,158,185,156,58,169
ST8SIA1,1394,1930,3198,2549,584,29,0,1,0,0,150,119,83,89,75,1,0,1,0,0,0
CLEC4A,20,31,28,35,13,7,20,42,9,23,1505,1107,1087,1198,1253,73,69,81,77,38,51
C2CD5,3423,4065,4937,4914,2633,1274,751,965,283,741,2552,1990,1925,1892,2228,479,550,646,590,176,496
AICDA,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB35,1627,1323,1898,2086,1544,2165,931,1414,843,1341,4182,4101,3292,2862,2886,1047,929,987,1097,517,1015
PHC1,2560,2699,3647,4331,2862,2626,102,127,99,95,248,264,283,420,441,218,206,222,263,70,205
