Gene_Name,Ramadoss_Neuron,Ramadoss_Neuron,Ramadoss_Neuron,Tian_Neuron,Tian_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Rummel_Neuron
PRRT3,110,101,100,38,42,24,42,48,58,26,22,205,374,36,19,37,138
PRRT4,62,70,49,34,11,24,20,22,27,36,24,190,372,61,28,89,24
PRRX1,5,3,2,0,0,0,0,0,0,14,8,0,2,0,0,0,2
PRRX2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
PRSS12,122,122,77,68,58,63,83,82,143,47,47,235,560,153,42,86,31
PRSS16,6,6,10,0,0,1,0,4,4,10,6,25,9,5,0,9,2
PRSS2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
PRSS21,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
PRSS22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PRSS23,87,68,62,9,7,840,1517,1339,1797,191,237,857,1223,146,199,241,35
PRSS27,173,129,95,9,15,14,21,23,21,14,6,129,122,26,4,33,70
PRSS29P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1
PRSS30P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS33,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1
PRSS35,3,0,0,0,0,32,77,176,231,128,137,9,22,5,0,0,2
PRSS36,0,2,2,6,3,0,0,3,3,1,0,10,0,6,0,0,1
PRSS37,7,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
PRSS38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS3P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS3P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PRSS44,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PRSS45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS48,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
PRSS50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS51,0,0,0,0,0,0,0,0,0,0,0,6,34,0,0,0,0
PRSS53,0,1,0,0,1,26,26,15,20,16,15,191,359,33,9,44,2
PRSS54,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0
PRSS55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS56,8,8,3,3,0,0,0,0,0,1,1,10,7,0,0,1,10
PRSS57,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PRSS58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRSS8,0,0,0,0,0,1,0,2,1,0,0,19,0,0,0,8,0
PRTFDC1,52,57,43,35,37,75,89,115,144,111,104,188,305,70,9,50,18
PRTG,68,87,73,10,16,3759,5512,6496,8765,7948,7616,772,1211,234,37,287,77
PRTN3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
PRUNE1,464,472,328,216,216,160,257,360,516,252,284,337,862,79,47,110,205
PRUNE2,57,50,42,14,35,104,101,171,250,138,119,7879,10335,1341,679,2089,141
PRUNEP1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PRX,7,15,11,1,2,17,14,25,37,17,15,11,35,3,4,16,11
PRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRYP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRYP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRYP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRYP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRYP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRYP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSAP,6303,5916,5760,2620,3450,1635,2582,5674,8714,8840,10306,13078,25787,3477,1548,4165,2460
PSAPL1,0,1,0,0,0,0,0,0,0,0,0,15,15,0,6,0,2
PSAT1,105,116,142,49,41,1194,1976,3738,5217,1863,2048,684,909,96,60,238,46
PSAT1P1,5,0,0,0,0,0,0,0,1,0,1,0,6,0,0,6,1
PSAT1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSAT1P3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PSAT1P4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PSCA,3,1,1,0,0,0,0,0,0,3,0,0,4,0,0,0,0
PSD,468,452,445,160,174,211,252,175,210,205,255,1710,2663,447,160,422,189
PSD2,391,363,299,218,240,239,265,187,282,229,227,4031,4636,812,351,794,381
PSD3,624,625,676,228,269,1460,2092,2929,4249,1936,1938,3211,6118,1307,408,1347,729
PSD4,7,13,12,4,3,4,2,10,14,3,5,53,84,17,22,62,12
PSEN1,251,342,213,119,118,574,814,1499,2236,935,915,1924,3428,369,198,453,153
PSEN2,10,21,11,90,161,65,98,77,96,54,59,680,1172,99,53,197,92
PSENEN,313,248,243,83,115,19,34,104,139,63,60,345,808,61,12,167,66
PSG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSG10P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSG11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSG2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PSG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PSG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PSG5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
PSG6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSG7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSG8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSG9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSIP1,1925,1921,1737,332,461,1655,2311,3951,5466,1519,1470,4688,7799,1087,540,1845,2263
PSKH1,15,11,13,44,45,102,131,288,393,48,53,209,327,20,24,57,2
PSKH2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PSMA1,543,485,512,277,313,148,207,231,301,178,169,2135,3153,469,185,497,188
PSMA2,4,2,7,126,112,41,65,80,77,44,76,1262,2409,424,177,487,116
PSMA2P1,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0
PSMA2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA2P3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
PSMA3,514,608,536,214,237,314,540,799,1047,388,423,983,1996,304,177,385,278
PSMA3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA4,1142,1147,1103,509,566,664,989,1725,2091,735,814,2055,3673,657,240,723,753
PSMA5,191,266,180,114,78,332,448,798,1105,550,562,749,1950,246,148,354,50
PSMA6,3,18,14,5,6,25,45,51,68,67,88,1725,3520,587,224,614,21
PSMA6P1,20,18,18,0,2,2,1,1,2,3,0,0,0,0,0,0,0
PSMA6P2,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PSMA6P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA6P4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PSMA7,3057,2933,2770,1279,1508,489,643,1026,1462,695,763,2202,4174,577,249,740,2004
PSMA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMB1,991,1024,953,356,430,397,606,1352,1858,702,715,1253,2347,400,150,509,508
PSMB10,0,2,0,5,1,1,2,1,2,3,2,54,146,25,4,24,1
PSMB11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMB2,931,906,972,317,374,668,1026,1736,2336,1088,1316,2150,3261,545,169,652,280
PSMB3,640,634,734,71,84,231,324,567,765,224,328,197,1255,144,88,22,58
PSMB3P2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PSMB4,1290,1185,1242,261,331,457,644,1228,1778,1041,1194,1580,2994,378,156,515,429
PSMB5,1474,1565,1587,1061,1307,356,482,926,1346,554,603,1442,3053,337,159,475,524
PSMB6,984,988,1045,222,289,306,442,735,1110,305,258,1019,1800,243,105,296,464
PSMB7,1193,1271,1092,532,569,442,679,1101,1627,466,569,1510,2890,389,154,486,788
PSMB7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMB8,1,0,4,7,8,0,0,6,1,0,0,0,1,0,0,0,3
PSMB9,0,0,0,3,11,0,0,1,0,0,0,0,0,0,0,5,0
PSMC1,1266,1097,1048,65,62,268,356,616,904,438,552,2225,4329,557,263,869,1507
PSMC1P1,74,67,70,6,3,17,10,9,16,11,8,184,274,0,0,0,70
PSMC1P10,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
PSMC1P11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PSMC1P12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSMC1P13,1,0,0,0,0,0,0,0,0,1,1,0,20,0,0,0,0
PSMC1P2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PSMC1P3,0,3,0,0,0,1,0,0,0,0,0,18,9,0,0,0,1
PSMC1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC1P5,0,0,0,0,0,0,0,0,0,0,0,10,70,9,0,0,1
PSMC1P6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC1P7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PSMC1P8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PSMC1P9,2,1,5,0,0,0,0,0,0,0,0,0,1,3,0,0,4
PSMC2,416,509,461,111,142,339,460,755,1021,370,392,1391,2431,452,177,461,241
PSMC3,682,822,753,154,224,559,701,777,1073,334,322,1628,2439,299,240,524,341
PSMC3IP,9,8,11,15,10,85,125,209,221,106,75,86,154,0,0,42,9
PSMC4,704,528,644,48,85,297,368,626,1031,404,486,1238,2384,376,139,573,299
PSMC5,724,683,668,235,251,443,655,1038,1532,371,459,1399,1887,217,106,534,404
PSMC6,711,747,757,146,133,457,689,1049,1475,959,1001,1793,3238,610,189,631,312
PSMD1,1586,1751,1628,308,372,1144,1603,2239,3091,779,823,4749,8361,1322,610,1598,1470
PSMD10,278,264,269,121,102,175,277,582,816,496,540,769,1777,312,85,256,109
PSMD10P1,1,1,0,0,0,0,0,0,0,1,0,49,28,26,0,3,0
PSMD10P2,0,0,0,0,0,0,0,0,0,0,0,14,23,3,0,0,1
PSMD10P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD11,933,817,806,446,598,651,1038,1637,2387,910,935,1394,1976,325,83,556,378
PSMD12,777,763,708,263,337,522,786,1240,1624,724,722,1931,3540,600,148,650,360
PSMD12P,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD13,948,930,930,375,443,572,784,976,1398,699,791,1504,2631,337,154,403,386
PSMD14,840,792,893,481,481,619,932,1087,1410,565,689,1466,2924,314,192,510,468
PSMD2,1570,1381,1407,422,535,1010,1410,2306,3560,1097,1097,4959,7764,1348,435,1318,611
PSMD3,1120,884,948,822,882,419,589,1025,1494,778,912,1635,3325,462,152,614,661
PSMD4,1177,1093,1086,252,314,537,711,1364,1920,693,755,2012,3269,338,240,550,567
PSMD4P1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD5,162,151,119,81,72,52,67,449,641,265,272,482,1031,114,45,149,57
PSMD6,254,272,277,117,151,456,619,989,1364,929,953,1312,2435,370,187,395,124
PSMD7,162,115,130,461,455,444,665,1097,1559,742,795,1864,3040,389,168,609,240
PSMD7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD8,1460,1298,1453,590,630,373,554,977,1498,891,936,2382,5092,563,227,830,559
PSMD8P1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PSMD9,63,72,55,124,96,18,14,47,71,60,58,484,865,70,20,168,18
PSME1,237,259,253,55,67,132,241,431,586,295,324,278,426,57,26,68,140
PSME2,222,211,189,39,43,225,262,496,789,1114,1408,407,568,141,27,93,23
PSME2P2,2,3,0,0,0,1,1,5,10,5,21,0,0,0,0,0,4
PSME3,466,442,471,146,197,562,784,1237,1717,494,539,1309,1661,296,155,460,265
PSME4,272,251,242,74,152,1407,2008,2585,3633,1428,1602,1955,2544,321,178,748,145
PSMF1,555,564,480,120,134,393,604,841,1110,552,612,1926,2544,247,105,885,350
PSMG1,199,160,166,73,68,192,279,306,412,105,110,436,612,88,42,136,70
PSMG2,179,216,157,53,48,158,260,507,560,346,360,403,1041,129,62,181,71
PSMG3,927,892,765,213,304,82,86,114,154,122,104,142,439,62,26,64,411
PSMG4,201,202,192,34,69,157,168,146,187,136,145,240,524,29,84,96,131
PSORS1C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSORS1C2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
PSPC1,472,394,440,71,138,455,562,565,787,423,502,1431,2427,422,155,586,368
PSPC1P1,2,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0
PSPC1P2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
PSPH,101,98,91,26,13,103,205,306,418,113,102,241,393,137,66,88,64
PSPHP1,0,0,0,0,0,12,28,0,0,44,57,0,0,0,0,0,3
PSPN,53,70,50,16,26,11,30,43,57,27,25,176,304,38,7,46,35
PSRC1,23,20,15,14,15,155,200,243,368,72,72,136,201,67,15,75,13
PSTK,67,73,57,6,14,38,51,39,63,46,44,125,258,43,8,33,44
PSTPIP1,0,0,0,0,0,0,0,1,0,0,0,7,6,0,0,1,0
PSTPIP2,13,18,26,4,0,34,60,172,267,62,60,114,126,48,14,20,29
PTAFR,6,3,0,4,2,1,0,1,3,0,1,16,68,8,0,0,0
PTAR1,170,194,208,44,66,1067,1722,2776,3738,1655,1705,2124,3771,438,205,608,116
PTBP1,261,225,246,54,88,692,963,1468,2016,836,913,699,848,144,61,137,144
PTBP1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTBP2,1142,1250,1080,415,530,1640,2340,3659,5000,1615,1914,3844,7209,1060,417,1456,702
PTBP3,958,947,918,429,616,999,1476,2082,2691,1929,1858,5200,7698,1336,383,1302,465
PTCD1,113,101,88,15,18,19,36,42,60,20,15,597,356,66,8,204,72
PTCD2,124,153,115,26,29,228,287,341,499,218,236,424,492,93,30,69,81
PTCD2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTCD2P2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
PTCD3,451,435,457,90,114,1127,1500,1610,2260,874,1015,1339,2752,171,170,584,418
PTCH1,88,86,85,13,43,1780,2709,4922,7037,1464,1446,1116,1809,205,106,184,44
PTCH2,48,36,17,0,3,27,19,32,28,13,6,29,57,23,2,7,37
PTCHD1,669,545,647,55,107,1,1,5,4,2,1,169,532,25,17,25,75
PTCHD3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
PTCHD3P1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PTCHD3P2,11,3,6,0,0,1,0,0,0,0,0,21,17,0,0,10,8
PTCHD3P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTCHD4,24,32,12,8,13,377,467,530,694,191,187,228,260,53,14,60,21
PTCRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTDSS1,635,645,659,322,332,258,304,405,632,298,356,1930,4537,527,262,866,301
PTDSS2,124,137,138,51,62,142,162,173,241,103,130,422,336,211,16,94,67
PTEN,895,859,803,405,554,950,1351,1595,2065,1094,1160,3155,5542,761,434,1366,251
PTENP1,15,12,11,6,4,26,17,16,30,9,10,54,131,21,4,15,18
PTER,49,57,33,2,0,4,10,24,24,5,3,49,104,12,14,19,8
PTF1A,3,2,3,0,0,0,0,1,1,0,0,5,0,0,0,0,0
PTGDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTGDR2,0,0,0,0,4,6,6,3,3,3,4,51,11,6,6,15,0
PTGDS,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2
PTGER1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
PTGER2,4,1,7,3,3,0,0,0,0,0,0,25,34,0,0,0,5
PTGER3,61,71,77,105,112,0,2,1,0,1,2,297,473,86,44,60,16
PTGER4,2,3,4,2,3,0,0,2,0,0,1,145,322,37,18,51,57
PTGER4P2,0,0,0,0,0,0,1,0,2,0,0,5,0,3,0,0,0
PTGER4P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTGES,24,31,25,4,11,11,17,9,9,9,4,10,23,0,2,7,82
PTGES2,139,141,110,56,110,77,98,100,155,69,76,615,1071,173,52,197,35
PTGES3,1945,2048,1843,706,714,1624,2425,4583,6127,4117,4219,5176,8043,1165,564,1772,675
PTGES3L,69,99,72,14,26,5,3,5,3,2,0,145,345,86,19,34,64
PTGES3L-AARSD1,0,0,0,0,0,0,0,0,0,0,0,48,219,41,7,9,0
PTGES3P1,22,9,14,0,0,11,20,30,37,22,25,0,1,0,0,0,10
PTGES3P2,0,2,1,0,0,0,0,1,2,4,2,0,0,0,0,1,5
PTGES3P3,6,5,0,0,0,3,1,7,3,3,6,0,9,0,0,4,0
PTGES3P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTGES3P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTGFR,45,57,61,6,13,25,35,18,26,160,123,65,92,13,9,12,16
PTGFRN,72,86,80,15,26,286,422,689,941,278,260,743,2051,176,72,214,38
PTGIR,0,0,0,0,1,0,0,0,0,0,0,3,5,0,0,0,0
PTGIS,38,27,32,0,5,45,83,200,258,100,100,122,191,48,28,42,15
PTGR1,27,40,24,33,44,65,107,305,411,73,84,404,714,114,30,138,61
PTGR2,8,5,4,2,6,45,64,86,112,34,33,227,277,71,24,80,49
PTGS1,0,0,2,0,2,2,2,8,7,5,3,15,28,4,2,3,0
PTGS2,6,3,4,0,1,0,0,1,2,0,0,15,1,0,0,0,0
PTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTH1R,9,12,5,1,0,1,3,1,3,8,1,0,0,0,0,0,25
PTH2,5,5,4,4,10,0,0,0,0,0,0,0,0,0,0,0,7
PTH2R,0,1,0,2,0,0,0,0,0,0,0,114,75,0,0,6,0
PTHLH,2,4,1,0,0,0,1,7,5,2,5,110,181,12,6,19,4
PTK2,352,324,327,100,110,1488,2194,3428,4989,2124,2388,3044,4947,882,489,836,267
PTK2B,69,65,73,7,21,66,125,170,203,62,75,116,114,13,18,50,25
PTK6,3,1,1,0,0,0,0,0,0,0,2,61,112,5,1,26,0
PTK7,323,279,244,65,52,446,622,1026,1562,748,778,996,1474,179,59,210,88
PTMA,7906,8067,7290,1471,1905,3455,5024,4874,7027,6806,6454,11616,19360,2922,1100,3717,8044
PTMAP1,6,10,14,1,2,14,12,6,9,5,11,4,0,0,0,0,12
PTMAP2,23,34,19,5,0,31,6,40,58,11,12,0,0,0,0,0,17
PTMAP3,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PTMAP4,0,0,0,2,0,4,14,9,15,16,15,0,0,0,0,0,0
PTMAP5,39,53,60,6,7,27,11,94,119,12,25,14,32,14,0,4,430
PTMAP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTMAP8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
PTMS,1618,1547,1402,568,686,1804,2492,3786,5692,3201,3407,3120,4127,750,254,1054,1230
PTN,757,658,707,146,141,96,129,123,137,203,162,1480,2747,475,161,455,2413
PTOV1,582,433,436,174,234,531,559,699,993,317,396,2583,4580,777,256,864,110
PTP4A1,0,0,0,711,767,2431,3768,7026,9338,12532,13059,1824,2646,418,152,850,479
PTP4A1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTP4A1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PTP4A1P3,0,0,0,0,0,1,2,4,0,1,1,0,0,0,0,0,0
PTP4A1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTP4A1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTP4A1P6,12,2,8,0,0,1,0,1,0,0,0,0,0,0,0,0,4
PTP4A1P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTP4A2,2540,2238,2231,1271,1695,1238,2203,3159,4150,2221,2252,4740,7029,1458,568,1356,1572
PTP4A2P1,19,23,22,0,2,7,1,3,1,2,1,0,11,0,0,0,8
PTP4A2P2,23,15,8,0,3,0,0,0,0,1,0,8,4,0,1,0,5
PTP4A3,166,116,123,49,55,33,48,70,73,41,30,0,0,0,0,5,110
PTPA,385,339,449,100,97,413,621,877,1253,712,681,1638,3161,411,136,502,270
PTPDC1,97,120,88,12,13,155,210,202,324,125,122,508,910,76,46,132,142
PTPMT1,8,5,12,40,48,18,29,30,38,10,14,466,574,79,14,90,10
PTPN1,2173,1749,1718,1259,1475,471,591,1273,1762,1020,1151,3094,5485,730,277,1006,931
PTPN11,609,654,614,125,163,1240,1809,2876,4125,2472,2559,4711,7138,1271,622,1207,490
PTPN12,458,413,438,103,118,975,1371,2040,2825,1224,1212,1678,1735,335,117,412,362
PTPN13,31,30,16,16,9,1121,1780,3847,5428,1109,1093,1163,1944,261,158,380,69
PTPN14,8,4,4,4,4,237,404,646,907,162,153,353,285,26,17,158,5
PTPN18,104,99,100,31,40,175,280,252,321,168,143,432,568,68,82,77,104
PTPN2,70,87,63,27,27,171,247,297,486,366,394,544,580,117,21,105,92
PTPN20,2,3,1,4,0,2,3,3,4,3,1,161,131,18,6,47,0
PTPN20CP,0,0,0,0,0,0,0,0,2,1,2,24,20,0,1,15,0
PTPN21,72,70,89,26,14,250,363,482,627,166,178,563,784,170,46,198,48
PTPN22,1,1,2,0,0,0,2,1,1,5,0,24,17,0,2,1,0
PTPN23,371,243,291,82,103,305,359,547,846,655,715,491,949,219,155,337,161
PTPN2P1,1,1,0,0,0,0,1,0,0,0,0,22,7,6,0,0,1
PTPN2P2,0,2,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0
PTPN3,181,204,141,34,29,78,100,194,304,591,568,625,941,121,62,155,213
PTPN4,178,209,182,32,40,705,974,704,996,237,261,1273,1621,309,196,536,107
PTPN5,1660,1558,1580,182,333,175,171,78,136,88,76,1392,2794,320,151,557,414
PTPN6,0,0,2,0,0,1,4,1,4,1,0,10,21,0,3,0,1
PTPN7,0,0,0,2,2,0,0,0,0,0,0,14,5,5,0,0,0
PTPN9,335,314,292,193,220,321,454,694,1047,385,408,1746,2973,403,214,543,127
PTPRA,903,821,808,154,183,855,1274,2334,3272,2402,2757,2901,5850,1018,338,665,705
PTPRB,17,4,10,5,4,5,8,13,34,6,6,34,88,13,2,6,13
PTPRC,2,0,0,10,5,0,1,0,0,0,0,21,12,0,0,0,1
PTPRCAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPRD,1483,1238,1338,304,295,1788,2293,3563,4963,1322,1310,3937,6680,729,319,1246,1256
PTPRE,246,199,219,48,48,118,163,155,215,134,167,310,418,61,33,89,201
PTPRF,944,908,753,282,381,1432,2062,3595,5543,1882,1701,5853,9738,962,370,1567,1581
PTPRG,744,751,621,450,526,665,1063,1680,2408,561,575,11068,17523,2887,1150,3383,732
PTPRH,84,58,88,1,3,12,14,21,31,26,22,173,242,77,8,36,70
PTPRJ,99,106,105,30,9,495,719,836,1259,1104,1108,1167,1718,554,91,407,18
PTPRK,125,137,126,112,156,549,779,1103,1736,608,734,0,0,0,0,0,56
PTPRM,79,77,74,33,32,231,317,902,1341,641,664,2055,3289,522,175,429,44
PTPRN,847,741,874,43,59,123,109,71,120,73,75,2132,3307,514,319,583,477
PTPRN2,499,545,477,82,118,481,660,814,1060,435,433,1001,1869,238,121,371,204
PTPRO,673,617,582,102,143,368,430,216,307,65,76,3096,4581,721,254,808,425
PTPRQ,4,3,0,0,1,4,1,1,5,1,2,7,28,35,0,23,4
PTPRR,129,168,179,43,28,2,1,14,10,1,1,86,178,43,13,27,73
PTPRS,1455,1384,1299,261,337,2394,3072,4383,6439,2892,3466,7964,14422,1416,1093,2405,87
PTPRT,1511,1291,1353,260,305,1,0,0,0,0,0,1495,2592,289,136,661,102
PTPRU,235,186,179,22,51,20,17,78,117,88,80,697,1597,477,147,291,82
PTPRVP,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0
PTPRZ1,28,28,23,10,3,2283,3495,10914,15565,6429,8087,202,386,183,60,96,34
PTRH1,0,2,3,10,23,13,14,9,13,11,8,48,179,4,5,15,2
PTRH2,100,109,96,20,26,115,143,165,223,175,180,287,676,94,19,84,78
PTRHD1,253,297,257,165,131,83,101,120,173,104,100,229,354,45,29,83,121
PTS,379,323,365,168,202,188,239,188,268,162,184,519,1037,108,64,213,131
PTTG1,6,10,4,5,7,278,421,759,1082,242,221,35,38,0,8,0,13
PTTG1IP,702,582,526,101,182,661,993,1723,2472,1262,1290,2413,4626,645,230,867,401
PTTG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTTG3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTTG4P,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
PTX3,14,5,7,1,1,109,182,1416,2160,155,144,29,26,0,9,8,6
PTX4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PUDP,193,131,161,88,111,247,324,301,416,105,84,274,360,61,20,104,71
PUDPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDPP3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PUF60,446,422,370,187,239,342,517,791,1240,640,730,277,1151,0,0,5,192
PUM1,1388,1419,1324,448,537,1345,1944,3229,4765,3718,4084,4133,6376,865,345,1274,808
PUM2,707,778,704,227,265,1983,2957,3451,4710,2906,2999,4318,5672,770,401,1062,386
PUM3,374,328,331,168,198,280,387,555,755,516,610,475,698,158,102,126,432
PURA,707,680,626,161,207,148,193,255,291,141,123,875,951,612,53,167,1016
PURB,135,164,118,31,48,620,1021,1659,2268,1465,1461,848,1635,200,94,273,116
PURG,170,131,89,28,41,190,248,224,314,182,222,619,621,108,40,135,107
PUS1,71,62,49,21,12,53,49,60,86,18,34,158,162,20,4,39,28
PUS10,11,0,4,0,3,68,122,92,118,68,65,47,190,20,16,77,10
