Gene_Name,Processed_Ramadoss_iPSC_1,Processed_Ramadoss_iPSC_2,Processed_Ramadoss_iPSC_3,Processed_Lisowski_iPSC1,Processed_Lisowski_iPSC2,Processed_Lisowski_iPSC3,Processed_Susco_iPSC_1,Processed_Susco_iPSC_2,Processed_Susco_iPSC_3,Processed_Susco_iPSC_4,Processed_Susco_iPSC_5
MRPL57P6,0,0,0,0,0,0,0,0,0,0,0
MRPL57P7,0,0,0,0,0,0,0,0,0,0,0
MRPL57P8,0,0,0,0,0,0,0,0,0,2,0
MRPL58,518,592,559,233,284,255,353,166,339,343,260
MRPL9,172,201,151,660,587,580,666,456,718,503,728
MRPL9P1,3,3,0,0,0,0,0,0,0,0,0
MRPS10,1137,1041,978,732,720,711,1080,661,909,841,1070
MRPS10P1,0,0,0,0,0,0,10,0,0,2,9
MRPS10P2,0,1,0,7,8,5,0,0,0,0,0
MRPS11,127,146,159,259,298,284,612,142,638,340,387
MRPS11P1,0,0,0,0,0,0,0,0,0,0,0
MRPS12,1181,1201,1079,175,169,173,289,173,230,248,290
MRPS14,319,457,592,418,448,434,676,382,473,552,335
MRPS15,1157,1333,1292,770,910,860,780,447,843,711,583
MRPS15P1,0,0,0,0,0,0,0,0,0,0,0
MRPS16,1759,1866,1531,1272,1549,1560,2230,1333,1332,1742,1601
MRPS16P1,0,0,0,0,0,0,0,0,0,0,0
MRPS16P2,0,0,0,0,0,0,0,0,0,0,0
MRPS17,170,216,202,45,46,66,517,272,485,367,506
MRPS17P1,1,1,1,0,0,0,16,31,63,31,27
MRPS17P3,0,0,0,0,0,0,0,0,0,0,0
MRPS17P9,0,0,0,0,0,0,0,0,0,0,0
MRPS18A,5,5,5,379,352,381,478,275,620,445,354
MRPS18AP1,0,0,0,0,0,1,8,0,22,0,0
MRPS18B,1972,1757,1580,791,563,578,867,345,604,589,418
MRPS18BP1,0,0,0,0,0,0,0,0,0,0,0
MRPS18BP2,0,0,0,0,0,0,0,0,0,0,0
MRPS18C,466,541,1006,263,360,399,796,288,339,457,543
MRPS18CP4,0,0,0,0,0,0,0,0,0,0,0
MRPS18CP6,0,0,0,0,0,0,0,0,0,0,0
MRPS2,1135,952,916,620,326,480,743,479,661,529,456
MRPS21,3628,3844,3920,899,819,899,1257,513,1220,944,1073
MRPS21P1,1,0,0,0,0,0,0,0,0,0,0
MRPS21P2,0,0,0,0,0,0,0,0,0,0,0
MRPS21P3,0,0,1,0,0,0,0,0,0,0,0
MRPS21P6,0,0,1,1,0,1,0,0,0,0,0
MRPS21P7,0,0,3,0,0,0,0,0,0,0,0
MRPS21P8,0,0,0,0,0,0,0,0,0,0,0
MRPS21P9,0,0,0,0,0,0,0,0,0,0,0
MRPS22,72,60,63,438,416,506,621,313,600,484,450
MRPS23,820,1107,1059,780,829,803,837,614,1253,1005,773
MRPS24,2,1,3,8,8,6,451,262,263,405,399
MRPS25,150,119,131,528,748,684,495,326,655,440,485
MRPS26,1412,1334,1335,414,342,444,819,512,878,650,746
MRPS27,930,959,814,2162,2047,2058,2275,1129,2155,1584,1811
MRPS28,136,162,93,89,69,65,387,220,343,395,277
MRPS30,696,869,781,1118,1471,1315,1879,915,1505,1481,1196
MRPS31,762,890,902,391,387,431,571,364,505,417,529
MRPS31P1,0,0,0,4,0,4,0,0,0,0,0
MRPS31P2,0,0,0,8,2,2,0,0,0,0,0
MRPS31P4,5,1,0,14,18,13,62,34,42,48,59
MRPS31P5,0,0,0,58,78,71,232,34,297,108,177
MRPS33,1243,1321,1121,490,392,345,866,562,795,683,923
MRPS33P2,0,0,0,0,0,0,0,0,0,0,0
MRPS33P3,0,1,0,0,0,0,0,0,0,0,0
MRPS33P4,0,0,0,0,0,0,0,0,0,0,0
MRPS34,3372,2985,2701,328,336,390,1258,624,1241,953,895
MRPS35,854,1217,1145,847,984,959,1053,736,1083,899,965
MRPS35P2,0,0,0,0,0,0,0,0,0,0,0
MRPS35P3,0,0,0,0,0,0,0,0,0,0,0
MRPS36,527,667,707,218,210,232,387,165,388,308,324
MRPS36P1,0,3,0,0,0,0,0,0,0,0,0
MRPS36P2,0,0,0,0,0,0,0,0,0,0,0
MRPS36P3,0,0,0,0,0,0,0,0,0,0,0
MRPS36P4,0,0,0,0,0,0,0,0,0,0,0
MRPS36P5,0,0,0,0,0,0,0,0,0,0,0
MRPS5,18,7,37,943,912,1051,731,331,789,542,628
MRPS5P3,0,0,0,0,0,0,0,0,0,0,0
MRPS5P4,0,0,0,0,0,0,0,0,0,0,0
MRPS6,994,1078,1235,674,1090,934,1192,696,958,907,851
MRPS6P2,0,0,0,0,0,0,0,12,0,0,0
MRPS6P4,0,0,0,0,0,0,0,0,0,0,0
MRPS7,474,617,670,717,679,671,852,372,837,717,628
MRPS9,1077,1148,1135,802,888,960,1441,816,1362,1153,1249
MRRF,328,396,396,827,997,967,391,257,397,322,254
MRRFP1,1,2,0,0,0,1,0,0,0,0,0
MRS2,258,439,457,930,2362,1882,1909,1104,2424,1668,1992
MRTO4,1784,1743,1562,510,713,630,584,335,610,470,376
MRVI1,17,31,23,233,126,177,218,60,109,167,233
MS4A1,0,1,0,0,0,0,0,0,0,0,0
MS4A10,0,0,0,0,0,0,19,0,7,10,8
MS4A12,2,0,0,0,0,0,0,0,0,0,0
MS4A13,0,0,0,0,0,0,0,0,0,0,0
MS4A14,0,0,0,0,0,0,0,0,0,0,0
MS4A15,0,0,0,4,0,1,13,2,0,6,16
MS4A18,0,0,0,0,0,0,0,0,0,0,0
MS4A2,0,0,0,0,0,0,7,0,0,5,11
MS4A3,1,0,0,0,0,0,0,0,0,0,0
MS4A4A,0,0,0,0,0,0,0,0,0,3,0
MS4A4E,0,1,1,1,2,1,102,85,90,90,82
MS4A5,0,0,0,0,0,0,0,0,0,0,0
MS4A6A,0,0,0,1,0,0,0,12,0,2,1
MS4A6E,0,0,0,0,0,0,0,0,0,0,0
MS4A7,3,0,0,0,0,1,1,1,0,0,0
MS4A8,0,0,0,0,0,0,0,0,0,0,0
MSANTD1,3,0,9,1,2,4,0,5,0,6,0
MSANTD2,138,162,123,261,268,272,168,65,21,127,226
MSANTD2P1,0,0,0,0,0,0,0,0,0,0,0
MSANTD3,188,247,275,269,308,298,613,261,387,379,405
MSANTD3-TMEFF1,0,0,0,0,0,0,0,429,0,99,275
MSANTD4,330,329,270,711,742,714,859,466,766,540,722
MSC,18,41,31,4,3,5,83,93,138,56,23
MSGN1,0,0,0,0,0,0,0,0,0,0,0
MSH2,1532,2260,1693,8831,6333,6753,8248,3965,6535,6107,6272
MSH3,438,631,605,728,730,728,850,486,739,765,925
MSH4,0,1,0,5,8,3,5,0,0,0,0
MSH5,1,2,3,176,119,157,77,59,161,121,166
MSH5-SAPCD1,0,0,0,0,0,0,17,6,16,20,0
MSH6,1177,1339,1301,5616,5926,5500,8716,4092,7329,6512,7215
MSI1,434,477,352,836,380,637,388,145,179,193,335
MSI2,413,486,431,3220,2683,2951,2221,1610,1117,1474,1641
MSL1,649,785,749,1657,1661,1802,1255,568,621,732,829
MSL2,541,495,343,1485,1359,1310,939,574,835,776,969
MSL3,286,351,291,249,243,265,147,120,170,110,183
MSL3P1,4,4,4,7,3,2,465,184,391,367,346
MSLN,1,0,0,1,1,0,0,6,0,15,0
MSLNL,0,0,0,0,0,0,0,0,0,0,0
MSMB,2,4,0,0,0,0,0,0,0,0,0
MSMO1,845,1121,882,5028,3543,3995,3116,1561,2592,2308,2493
MSMP,0,0,0,3,6,5,0,5,2,1,0
MSN,586,688,524,8137,5834,6262,6338,3636,5164,5287,5171
MSNP1,34,51,45,4,0,1,0,0,0,0,1
MSR1,0,0,5,5,8,8,0,0,0,0,0
MSRA,59,64,41,24,50,54,0,13,31,0,25
MSRB1,354,389,363,116,89,107,227,121,136,165,163
MSRB1P1,0,0,0,0,0,0,0,0,0,0,0
MSRB2,346,400,289,253,166,162,173,144,111,191,167
MSRB3,8,2,19,8,14,8,12,2,105,13,21
MSS51,4,8,2,74,152,143,34,50,45,15,27
MST1,7,8,10,56,19,28,180,102,32,62,201
MST1L,0,0,0,7,7,10,271,191,263,154,179
MST1P2,1,3,2,15,16,13,28,4,43,10,38
MST1R,7,10,0,39,44,56,149,3,69,24,72
MSTN,0,0,0,0,1,0,0,0,0,0,0
MSTO1,25,24,36,230,293,250,328,357,441,287,356
MSTO2P,5,5,5,83,54,59,55,11,17,18,0
MSX1,4,0,1,3,3,1,0,0,0,2,0
MSX2,0,5,2,3,11,7,1,0,0,2,0
MSX2P1,0,0,0,0,0,0,19,17,18,14,16
MT1A,4,1,15,3,8,13,0,0,19,0,0
MT1B,0,0,0,0,0,0,0,0,0,0,0
MT1CP,0,0,0,0,0,0,0,0,0,0,0
MT1DP,0,0,0,0,1,1,0,0,0,0,0
MT1E,142,171,185,22,494,449,7,9,0,6,15
MT1F,381,528,454,57,259,251,17,5,5,9,32
MT1G,52,65,65,7,87,95,3,12,19,27,10
MT1H,17,29,8,1,39,46,0,0,17,2,0
MT1HL1,0,0,0,0,2,0,0,0,0,0,0
MT1JP,0,0,0,0,18,17,0,0,0,0,0
MT1L,0,0,0,8,8,11,0,14,0,2,0
MT1M,4,3,4,5,122,116,0,0,0,0,0
MT1P1,0,1,2,4,1,3,0,0,0,0,0
MT1P3,0,0,0,0,0,0,0,0,0,0,0
MT1X,403,606,438,94,161,175,1026,560,987,898,1031
MT1XP1,0,1,0,1,0,1,0,3,0,1,0
MT2A,790,1102,1005,85,551,706,20,23,56,15,29
MT2P1,12,23,30,1,0,0,0,0,0,0,0
MT3,2,1,1,1,1,0,0,0,0,2,1
MT4,0,0,0,0,0,0,0,0,0,0,0
MTA1,155,191,157,1061,675,839,2068,968,1320,1408,1212
MTA2,1262,1014,907,2936,2112,2251,1599,810,1350,1239,1318
MTA3,693,945,945,2369,1849,2052,2381,1133,1840,1961,1793
MTAP,478,606,592,1070,1782,1622,1678,960,3165,1315,1270
MTAPP1,1,1,0,0,0,0,0,0,0,0,0
MTAPP2,3,0,2,0,5,1,0,0,0,0,0
MT-ATP6,0,0,0,20575,49013,46323,770,216,554,452,429
MTATP6P1,2486,5089,7838,1875,5509,4286,102,25,48,70,39
MTATP6P11,0,0,0,2,2,5,0,0,0,0,0
MTATP6P13,0,0,0,0,0,0,0,0,0,0,0
MTATP6P14,0,0,0,0,0,0,0,0,0,0,0
MTATP6P15,0,0,0,0,0,0,0,0,0,0,0
MTATP6P16,0,0,0,0,0,0,0,0,0,0,0
MTATP6P17,0,0,0,0,0,0,0,0,0,0,0
MTATP6P18,0,0,0,0,0,0,0,0,0,0,0
MTATP6P19,0,0,0,3,18,6,3,0,0,0,0
MTATP6P2,1,1,1,0,0,1,0,0,0,0,0
MTATP6P20,0,0,0,0,0,0,0,0,0,0,0
MTATP6P21,0,0,0,0,0,0,0,0,0,0,0
MTATP6P22,0,0,0,0,3,2,0,0,0,0,0
MTATP6P23,0,0,0,0,0,0,0,0,0,0,0
MTATP6P24,0,0,0,3,8,4,0,0,0,0,0
MTATP6P25,1,0,0,0,0,0,0,0,0,0,0
MTATP6P26,0,0,0,0,0,0,0,0,0,0,0
MTATP6P27,0,0,0,0,0,0,0,10,20,2,0
MTATP6P29,0,0,0,0,0,0,0,0,0,0,0
MTATP6P3,0,0,0,0,0,0,0,0,0,0,0
MTATP6P30,0,0,0,0,0,0,0,0,0,0,0
MTATP6P31,0,0,0,0,0,0,0,0,0,0,0
MTATP6P4,0,0,0,0,0,0,0,0,0,0,0
MTATP6P7,0,0,0,0,0,0,0,0,0,0,0
MTATP6P9,0,0,0,0,0,0,0,0,0,0,0
MT-ATP8,0,0,0,1048,4034,2801,122,62,145,91,99
MTATP8P1,2,2,0,0,1,3,0,0,0,0,0
MTATP8P2,2,1,1,0,0,0,5,0,0,0,11
MTBP,36,35,47,441,589,583,370,264,390,367,372
MTCH1,2885,3007,2563,2880,1868,2309,3055,1776,2793,2450,2547
MTCH2,2223,2214,1896,1316,1280,1269,2254,985,1865,1863,1866
MTCL1,147,198,209,802,638,736,2039,913,1526,1102,924
MTCL1P1,0,0,0,0,0,0,0,0,0,0,0
MT-CO1,0,0,0,92925,176319,154690,15126,7170,11965,8289,8956
MTCO1P1,0,0,0,0,0,0,0,0,0,0,0
MTCO1P11,0,1,0,7,13,9,0,0,0,0,0
MTCO1P12,186,115,92,129,207,181,13,6,13,9,14
MTCO1P14,0,0,0,0,0,0,0,0,0,0,0
MTCO1P15,0,1,0,0,0,0,0,0,0,1,0
MTCO1P17,0,0,0,0,0,0,0,0,0,0,0
MTCO1P18,0,0,0,0,0,0,0,0,0,0,0
MTCO1P19,0,0,0,9,11,9,0,0,0,0,0
MTCO1P2,0,4,5,0,0,0,0,0,0,0,0
MTCO1P20,0,0,0,0,0,0,0,0,0,0,0
MTCO1P21,0,0,0,0,0,0,0,0,0,0,0
MTCO1P22,0,0,2,0,0,0,0,0,0,0,0
MTCO1P23,0,0,0,0,0,0,0,0,0,0,0
MTCO1P24,0,0,0,1,2,3,0,0,0,0,0
MTCO1P25,0,0,0,0,0,0,1,0,0,4,5
MTCO1P27,0,0,0,0,0,0,0,0,0,3,0
MTCO1P28,0,0,0,1,0,2,0,0,0,0,0
MTCO1P29,0,0,0,1,0,0,0,0,0,0,0
MTCO1P3,1,0,0,0,0,0,0,0,0,0,0
MTCO1P30,0,0,0,4,0,1,0,0,0,0,0
MTCO1P31,0,0,0,2,4,2,0,0,0,0,0
MTCO1P35,0,0,0,1,0,0,0,0,0,0,0
MTCO1P39,0,0,0,0,1,1,0,0,0,0,0
MTCO1P4,0,0,0,0,1,0,0,0,0,0,0
MTCO1P40,25,27,28,1,0,4,0,0,0,0,0
MTCO1P42,1,0,1,0,7,3,8,0,0,3,3
MTCO1P43,0,0,0,0,0,0,0,0,0,0,0
MTCO1P44,0,0,0,0,0,0,0,0,0,0,0
MTCO1P45,0,0,0,0,0,0,0,0,0,0,0
MTCO1P46,0,0,0,0,0,0,0,0,0,0,0
MTCO1P47,0,0,0,0,0,0,0,0,0,0,0
MTCO1P48,0,0,0,0,0,0,0,0,0,0,0
MTCO1P49,0,0,0,0,0,0,0,0,0,0,0
MTCO1P5,0,0,0,0,0,0,0,0,0,0,0
MTCO1P51,0,0,0,0,0,0,0,0,0,0,0
MTCO1P52,0,0,0,0,0,0,0,0,0,0,0
MTCO1P53,0,0,0,1,0,0,0,0,0,0,0
MTCO1P54,0,0,0,0,0,0,0,0,0,0,0
MTCO1P55,0,0,0,0,0,0,0,0,0,0,0
MTCO1P56,0,0,0,0,0,0,0,0,0,0,0
MTCO1P57,0,0,0,0,0,0,0,0,0,0,0
MTCO1P6,0,0,0,0,0,0,0,0,0,0,0
MTCO1P7,0,0,0,0,0,0,0,0,0,0,0
MTCO1P8,0,0,0,0,0,0,0,0,0,0,0
MTCO1P9,0,0,0,0,0,0,0,0,0,0,0
MT-CO2,0,0,0,42803,102421,90822,3622,1470,2871,1774,1909
MTCO2P1,0,0,0,0,0,0,0,0,0,0,0
MTCO2P11,0,0,0,1,3,7,0,0,0,0,0
MTCO2P12,128,79,41,7,14,11,0,0,0,0,0
MTCO2P15,0,0,5,0,0,0,0,0,12,0,0
MTCO2P16,0,0,0,0,0,0,0,0,0,0,0
MTCO2P17,0,0,0,0,0,0,0,0,0,0,0
MTCO2P18,0,0,0,0,0,0,0,0,0,0,0
MTCO2P19,0,0,0,9,11,8,0,0,0,0,0
MTCO2P2,9,2,6,1,2,1,0,0,0,0,0
MTCO2P20,0,0,0,0,0,0,0,0,0,0,0
MTCO2P21,0,0,0,0,0,0,0,0,0,0,0
MTCO2P22,0,2,0,1,0,0,0,0,0,0,0
MTCO2P23,1,0,0,0,0,0,0,0,0,0,0
MTCO2P24,0,0,0,1,1,3,0,0,0,0,0
MTCO2P25,0,0,0,0,0,0,0,0,0,0,0
MTCO2P27,0,0,0,0,0,0,0,0,0,0,0
MTCO2P29,0,0,0,2,1,0,0,0,0,0,0
MTCO2P3,0,0,0,0,0,0,0,0,0,0,0
MTCO2P30,0,0,0,0,0,2,0,0,0,0,0
MTCO2P31,0,0,0,0,0,0,0,0,0,0,0
MTCO2P32,0,0,0,0,0,0,0,0,0,0,0
MTCO2P33,0,0,0,0,0,0,0,0,0,0,0
MTCO2P34,0,0,0,0,0,0,0,0,0,0,0
MTCO2P4,0,0,0,0,0,0,0,0,0,0,0
MTCO2P5,0,0,0,0,0,0,0,0,0,0,0
MTCO2P6,0,0,0,0,0,0,0,0,0,0,0
MTCO2P7,0,0,0,0,0,0,0,0,0,0,0
MTCO2P8,0,0,0,0,0,0,0,0,0,0,0
MTCO2P9,0,0,0,0,0,0,0,0,0,0,0
MT-CO3,0,0,0,49105,135399,116559,8866,3771,7150,4899,5104
MTCO3P1,0,0,0,0,0,0,0,0,0,0,0
MTCO3P10,0,0,0,0,0,0,0,0,0,0,0
MTCO3P11,0,0,0,0,4,4,0,0,0,0,0
MTCO3P12,18,54,54,11,10,9,0,0,0,1,0
MTCO3P13,0,0,0,0,0,0,0,0,0,0,0
MTCO3P15,0,0,0,0,0,0,0,0,0,0,0
MTCO3P16,0,0,0,0,0,0,0,0,0,0,0
MTCO3P17,0,0,0,0,0,0,0,0,0,0,0
MTCO3P18,0,0,0,0,0,0,0,0,0,0,0
MTCO3P19,0,0,0,2,1,8,0,0,0,0,0
MTCO3P2,0,0,0,0,2,2,0,0,0,0,0
MTCO3P20,0,0,0,0,0,0,0,0,0,0,0
MTCO3P21,0,0,0,0,0,0,0,0,0,0,0
MTCO3P22,0,0,1,0,0,0,0,0,0,0,0
MTCO3P23,0,0,0,0,0,0,0,0,0,0,0
MTCO3P24,0,0,0,2,3,0,0,0,0,0,0
MTCO3P27,0,0,0,0,0,0,0,0,0,0,0
MTCO3P28,0,0,0,0,0,0,0,0,0,0,0
MTCO3P29,0,0,0,1,0,0,0,0,0,2,17
MTCO3P30,0,0,0,0,0,0,0,0,0,0,0
MTCO3P31,0,0,0,0,0,0,0,0,0,0,0
MTCO3P35,0,0,0,2,0,2,0,0,0,0,0
MTCO3P38,0,0,0,0,0,0,0,0,0,0,0
MTCO3P39,0,0,0,0,0,0,0,0,0,0,0
MTCO3P4,0,0,0,0,0,0,0,0,0,0,0
MTCO3P40,0,0,0,0,0,0,0,0,0,0,0
MTCO3P41,0,0,0,1,0,0,0,0,0,0,0
MTCO3P42,0,0,0,0,0,0,0,0,0,0,0
MTCO3P43,0,0,0,0,0,0,0,0,0,0,0
MTCO3P44,0,0,0,0,2,0,0,0,0,0,0
MTCO3P45,0,0,0,0,0,0,0,0,0,0,0
MTCO3P46,0,0,0,0,0,0,0,0,0,0,0
MTCO3P5,0,0,0,0,0,0,0,0,0,0,0
MTCO3P7,0,0,0,0,0,0,0,0,0,0,0
MTCO3P8,0,0,0,0,0,0,0,0,0,0,0
MTCO3P9,0,0,0,0,0,0,0,0,0,0,0
MTCP1,1,0,2,4,10,10,46,20,18,8,5
MT-CYB,0,0,0,31040,56177,51303,727,346,438,297,230
MTCYBP1,0,0,0,0,0,0,0,0,0,0,0
MTCYBP10,0,0,0,0,0,0,0,0,0,0,0
MTCYBP11,0,0,0,0,0,0,0,0,0,0,0
MTCYBP12,0,0,0,0,0,0,0,0,0,0,0
MTCYBP13,1,0,0,0,0,0,0,0,0,0,0
MTCYBP14,0,0,0,0,0,0,0,0,0,0,0
MTCYBP15,0,0,0,0,0,0,0,0,0,0,0
MTCYBP16,2,0,0,0,0,0,0,0,0,0,0
MTCYBP17,0,0,0,0,0,0,0,0,0,0,0
MTCYBP18,2,0,3,0,1,0,0,0,0,0,0
MTCYBP19,0,0,0,0,0,0,0,0,0,0,0
MTCYBP2,0,0,0,0,0,0,0,0,0,0,0
MTCYBP20,0,0,0,0,0,0,0,0,0,0,0
MTCYBP21,0,0,0,0,0,0,0,0,0,0,0
MTCYBP22,0,0,0,0,0,0,0,0,0,0,0
MTCYBP23,0,0,0,0,0,0,0,0,0,0,0
MTCYBP24,0,0,0,0,0,0,0,0,0,0,0
MTCYBP27,0,0,0,0,0,0,0,0,0,0,0
MTCYBP28,2,0,0,17,16,14,0,0,0,0,0
MTCYBP29,0,0,0,0,0,0,0,0,0,0,0
MTCYBP3,0,0,0,1,16,11,18,0,0,2,0
MTCYBP31,0,0,0,0,0,0,0,0,0,0,0
MTCYBP32,0,0,0,15,25,23,0,3,0,0,0
MTCYBP33,0,0,0,4,7,7,0,0,0,0,0
MTCYBP34,0,0,0,0,0,0,0,0,0,0,0
MTCYBP35,0,0,0,0,0,0,0,0,0,0,0
MTCYBP36,0,0,0,0,0,0,0,0,0,0,0
MTCYBP37,0,0,0,0,0,0,0,0,0,0,0
MTCYBP38,0,0,0,0,0,0,0,0,0,0,0
MTCYBP39,0,0,0,0,0,0,0,0,0,0,0
MTCYBP4,0,0,0,4,1,1,0,0,0,0,0
MTCYBP40,0,0,0,0,0,0,0,0,0,0,0
MTCYBP41,0,0,0,0,2,6,0,0,0,0,0
MTCYBP42,0,0,0,0,1,3,0,0,0,0,0
MTCYBP43,0,0,0,1,0,0,0,0,0,0,0
MTCYBP44,0,0,0,0,4,6,0,0,0,0,0
MTCYBP45,0,0,0,0,0,0,0,0,0,0,0
MTCYBP5,0,0,0,0,0,0,0,0,0,0,0
MTCYBP6,0,0,0,0,0,0,0,0,0,0,0
MTCYBP7,0,0,0,0,0,0,0,0,0,0,0
MTCYBP8,0,0,0,0,0,0,0,0,0,0,0
MTCYBP9,0,0,0,0,0,0,0,0,0,0,0
MTDH,4566,4586,3891,1547,2251,2045,2526,1319,2291,1989,2585
MTERF1,110,130,123,218,261,231,349,163,206,184,279
MTERF2,22,29,40,100,127,123,187,144,180,137,231
MTERF3,49,95,102,288,385,305,329,267,331,313,429
MTERF4,244,234,229,581,559,579,374,325,146,328,258
MTF1,137,188,145,469,446,477,181,149,191,137,288
MTF2,1445,2005,1946,3061,2639,2782,3496,2214,3157,2468,2768
MTFMT,183,219,202,221,352,303,325,295,561,292,207
MTFP1,19,20,24,17,8,6,561,265,525,458,503
MTFR1,78,128,152,902,761,816,1122,602,880,746,760
MTFR1L,101,156,150,300,264,266,409,141,340,332,378
MTFR2,113,145,136,128,151,133,105,42,72,124,145
MTG1,342,323,299,63,74,61,216,116,281,104,79
MTG2,207,227,204,167,116,155,286,183,160,225,115
MTHFD1,1043,1111,1080,3314,3498,3555,2920,1583,1930,2497,2538
MTHFD1L,588,616,606,1777,1654,1660,1492,735,937,1139,1220
MTHFD1P1,0,0,0,2,0,0,0,5,0,2,0
MTHFD2,1087,1416,1152,5944,5287,5530,7080,3321,6687,5461,5658
MTHFD2L,204,235,259,140,217,227,118,132,190,121,208
MTHFD2P1,0,0,0,0,0,0,0,0,0,0,0
MTHFD2P2,0,0,0,0,0,0,0,0,0,0,0
MTHFD2P3,0,0,0,0,1,0,0,0,0,0,0
MTHFD2P4,0,0,0,0,0,0,0,0,0,0,0
MTHFD2P5,0,0,0,0,0,0,0,0,0,0,0
MTHFD2P6,0,0,0,0,0,0,0,0,0,0,0
MTHFD2P7,0,0,1,1,0,1,10,0,0,0,0
MTHFR,148,204,180,435,431,446,716,650,461,390,616
MTHFS,58,85,61,6,8,7,202,137,112,177,145
MTHFSD,47,73,65,298,267,272,150,101,143,122,96
MTIF2,1276,1506,1387,966,1040,967,1064,586,1089,791,1019
MTIF3,527,586,553,433,363,376,521,274,408,391,510
MTM1,27,31,42,339,476,428,155,69,216,139,401
MTMR1,145,217,168,426,484,411,648,517,475,403,419
MTMR10,71,103,90,566,571,657,671,499,847,467,729
MTMR11,16,10,3,158,217,191,83,30,63,71,103
MTMR12,280,352,268,1457,1427,1550,1590,716,1333,1076,1069
MTMR14,276,294,264,913,651,762,735,312,688,563,643
MTMR2,534,540,550,1832,1777,1786,2040,904,1310,1499,1635
MTMR3,23,19,16,1552,1312,1382,757,314,987,726,867
MTMR4,160,205,177,1495,1201,1298,1205,555,591,755,987
MTMR6,183,289,245,653,724,712,661,335,482,523,657
MTMR7,19,8,14,143,169,175,452,273,294,316,352
MTMR8,6,14,3,101,133,127,30,32,57,60,52
MTMR9,816,824,705,1788,1901,1916,2282,1078,1557,1655,1537
MTMR9LP,0,0,0,80,68,85,100,22,86,61,59
MT-ND1,0,0,0,31415,64076,59665,360,143,284,285,202
MTND1P1,0,0,0,0,0,0,0,0,0,0,0
MTND1P10,0,0,0,0,0,0,0,0,0,0,0
MTND1P11,0,0,0,5,9,6,0,0,0,0,0
MTND1P12,0,0,0,0,0,0,0,0,0,0,0
MTND1P14,2,0,0,0,0,0,0,0,0,0,0
MTND1P15,0,0,0,0,0,0,0,0,0,0,0
MTND1P16,0,0,0,0,0,0,0,0,0,0,0
MTND1P17,0,0,0,0,0,0,0,0,0,0,0
MTND1P18,0,0,0,0,0,0,0,0,0,0,0
MTND1P19,0,0,0,60,104,120,0,0,0,0,0
MTND1P2,0,0,0,0,0,0,0,0,0,0,0
MTND1P20,0,0,0,0,0,0,0,0,0,0,0
MTND1P21,0,0,0,0,0,0,0,0,0,0,0
MTND1P22,0,0,0,0,0,0,0,0,0,0,0
MTND1P23,75,208,81,4,4,7,0,0,0,0,0
MTND1P24,0,0,0,0,0,0,0,0,0,0,0
MTND1P26,0,0,0,0,0,0,0,0,0,0,0
MTND1P27,0,0,0,0,0,0,0,0,0,0,0
MTND1P28,0,0,0,0,0,0,0,0,0,0,0
MTND1P29,0,0,0,0,0,0,0,0,0,0,0
MTND1P3,0,0,0,0,0,0,0,0,0,0,0
MTND1P30,0,0,0,0,0,0,0,0,0,0,0
MTND1P31,0,0,0,0,0,0,0,0,0,0,0
MTND1P32,0,0,0,12,25,12,2,0,0,1,0
MTND1P33,0,0,0,0,0,0,0,0,0,0,0
MTND1P34,0,0,0,0,2,5,0,0,0,1,0
MTND1P35,0,0,0,0,0,0,0,0,0,0,0
MTND1P36,0,0,0,0,0,0,0,0,0,0,0
MTND1P37,0,0,0,0,0,0,0,0,0,0,0
MTND1P4,0,0,0,0,0,0,0,0,0,0,0
MTND1P5,0,0,0,0,0,0,0,0,0,0,0
MTND1P6,0,0,0,7,8,11,0,0,0,0,0
MTND1P7,0,0,0,0,0,0,0,0,0,0,0
MTND1P8,0,0,0,0,0,2,0,0,0,0,0
MTND1P9,0,0,0,0,0,0,0,6,0,4,0
MT-ND2,0,0,0,28081,55921,52805,425,157,359,269,149
MTND2P11,0,0,0,0,0,0,0,0,0,0,0
MTND2P12,0,0,0,0,1,1,8,5,0,4,1
MTND2P13,0,1,0,0,0,0,0,0,0,0,0
MTND2P14,0,0,0,0,0,0,0,0,0,0,0
MTND2P15,0,0,0,0,0,0,0,0,0,0,0
MTND2P16,0,0,0,4,0,0,0,0,0,0,0
MTND2P17,0,0,0,0,0,0,0,0,0,0,0
MTND2P18,0,0,0,0,0,0,0,0,0,0,0
MTND2P19,0,0,0,0,0,0,0,0,0,0,0
MTND2P2,0,1,0,25,44,28,0,0,0,0,0
MTND2P20,0,0,0,0,0,0,0,0,0,0,0
MTND2P21,0,0,0,0,0,0,0,0,0,0,0
MTND2P22,0,0,0,0,0,0,0,0,0,0,0
MTND2P23,0,0,0,0,0,0,0,0,0,0,0
MTND2P24,0,0,0,0,0,0,0,0,0,0,0
MTND2P25,0,0,0,0,0,0,0,0,0,0,0
MTND2P26,4,0,0,0,0,0,0,0,0,0,0
MTND2P28,737,705,588,539,1126,1158,27,0,28,21,11
MTND2P29,0,0,0,0,0,0,0,0,0,0,0
MTND2P3,0,0,0,0,0,0,0,0,0,0,0
MTND2P30,0,0,0,0,0,0,0,0,0,0,0
MTND2P31,0,0,0,0,0,0,0,0,0,0,0
MTND2P32,0,1,3,13,14,14,0,0,0,0,0
MTND2P33,1,0,0,0,0,0,0,0,0,0,0
